Item,cvar,schreiber2018/ismir2018,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2017/mirex2017,schreiber2017/ismir2017,boeck2015/tempodetector2016_default,schreiber2014/default
006/006776.jams,,100,178.206,73.8281,141.90308,141.90308,146.34,141.9425
007/007011.jams,,144,166.709,126.048,125.61911,125.61911,88.24,85.1655
007/007015.jams,,90,97.5088,67.1165,125.42197,125.42197,139.53,108.270584
007/007016.jams,,94,161.499,125.284,125.382545,125.382545,176.47,125.54025
007/007021.jams,,74,109.957,91.4685,48.339306,96.67861,187.5,96.36319
007/007213.jams,,106,139.675,69.8374,137.2505,137.2505,139.53,141.98193
007/007373.jams,,87,126.048,69.1367,63.400986,63.400986,230.77,73.96781
007/007375.jams,,119,161.499,131.668,66.08212,66.08212,181.82,134.41165
007/007393.jams,,77,135.999,80.7495,53.898724,53.898724,146.34,146.55563
007/007498.jams,,121,143.555,84.032,158.30533,158.30533,166.67,79.152664
007/007546.jams,,84,101.333,91.4685,70.892395,141.78479,153.85,141.78479
007/007548.jams,,160,112.347,85.421,22.631943,22.631943,181.82,90.52777
007/007551.jams,,80,151.999,84.7208,21.44909,21.44909,181.82,135.1608
007/007553.jams,,144,161.499,75.4448,22.631943,22.631943,193.55,90.52777
007/007555.jams,,97,89.1029,88.7205,42.661606,42.661606,81.08,82.957504
007/007556.jams,,80,117.454,84.032,45.579315,45.579315,181.82,91.15863
008/008213.jams,,74,67.9996,67.3351,46.525597,46.525597,133.33,93.36662
008/008269.jams,,74,103.359,93.5379,43.055893,43.055893,181.82,85.95407
008/008331.jams,,74,129.199,65.0059,61.902702,61.902702,171.43,77.299515
008/008347.jams,,120,166.709,79.8142,157.43788,157.43788,171.43,78.71894
008/008358.jams,,151,126.048,94.8251,39.901615,39.901615,139.53,123.450554
008/008375.jams,,208,97.5088,80.7495,108.31002,108.31002,176.47,93.72147
009/009152.jams,,137,129.199,93.1166,89.02949,89.02949,187.5,89.02949
009/009490.jams,,146,184.57,93.9631,125.81626,125.81626,206.9,125.81626
009/009677.jams,,120,147.656,97.5088,64.50498,64.50498,166.67,128.85225
009/009678.jams,,80,172.266,72.2793,61.508415,61.508415,139.53,123.01683
010/010005.jams,,151,135.999,70.0742,158.4236,158.4236,139.53,125.382545
010/010230.jams,,84,101.333,63.4107,62.92784,62.92784,117.65,123.489975
010/010279.jams,,74,120.185,77.7138,41.55761,41.55761,115.38,98.807755
010/010286.jams,,120,132.512,131.668,129.6014,129.6014,133.33,129.64082
010/010368.jams,,151,112.347,120.888,120.256836,120.256836,176.47,111.62201
010/010376.jams,,84,103.359,118.804,119.941414,119.941414,115.38,119.941414
010/010438.jams,,128,156.605,79.5072,58.35414,58.35414,120.0,142.96764
010/010529.jams,,120,107.666,82.0312,69.15754,69.15754,162.16,138.31508
010/010541.jams,,96,126.048,122.319,103.696884,103.696884,127.66,123.25341
010/010556.jams,,81,206.719,128.397,47.47188,47.47188,200.0,70.77411
010/010675.jams,,96,109.957,116.134,77.43752,77.43752,75.0,86.58492
010/010683.jams,,90,132.512,82.0312,49.601017,99.202034,200.0,99.202034
010/010834.jams,,100,184.57,93.9631,89.30549,89.30549,181.82,89.30549
011/011237.jams,,146,117.454,80.1235,100.8186,100.8186,157.89,100.8186
011/011239.jams,,123,161.499,93.9631,24.130226,48.260452,214.29,77.220665
011/011672.jams,,84,143.555,74.0927,59.615852,59.615852,193.55,106.14145
011/011674.jams,,125,151.999,99.384,48.733593,48.733593,130.43,133.18938
011/011946.jams,,162,184.57,94.8251,42.661606,42.661606,153.85,88.55635
012/012051.jams,,87,151.999,97.5088,30.833065,30.833065,117.65,100.8186
012/012061.jams,,96,123.047,84.032,70.576965,70.576965,166.67,110.3603
012/012353.jams,,119,129.199,124.529,63.0067,126.0134,125.0,125.85568
012/012354.jams,,119,129.199,126.821,63.440407,63.440407,127.66,126.88081
012/012407.jams,,80,191.406,88.3413,46.131313,46.131313,150.0,103.46031
012/012927.jams,,74,129.199,126.821,51.178158,102.356316,130.43,102.1986
012/012986.jams,,121,83.3543,81.3853,81.45922,81.45922,81.08,81.53808
012/012988.jams,,80,95.7031,92.2852,58.669567,58.669567,146.34,117.49685
012/012990.jams,,120,139.675,95.7031,100.70032,100.70032,206.9,84.69236
013/013371.jams,,121,166.709,80.7495,25.391937,25.391937,214.29,101.56775
013/013372.jams,,67,101.333,57.4219,99.872314,99.872314,100.0,99.872314
013/013576.jams,,90,101.333,78.3026,65.64841,65.64841,65.93,98.29518
013/013581.jams,,121,132.512,141.588,72.39068,144.78136,153.85,74.440956
013/013582.jams,,96,84.7208,76.8471,42.81932,42.81932,166.67,85.63864
013/013586.jams,,74,95.7031,85.0694,54.095863,54.095863,53.1,107.71859
013/013587.jams,,80,123.047,84.7208,69.867256,69.867256,109.09,68.84211
013/013710.jams,,135,95.7031,93.9631,94.19462,94.19462,187.5,94.23405
013/013749.jams,,86,132.512,129.199,128.97054,128.97054,130.43,128.97054
013/013863.jams,,107,99.384,56.6353,27.36336,27.36336,176.47,121.4397
013/013895.jams,,120,93.9631,89.4886,88.79292,88.79292,88.24,88.87178
014/014059.jams,,132,123.047,125.284,115.32828,115.32828,222.22,121.79455
014/014073.jams,,143,129.199,95.2621,94.94376,94.94376,187.5,94.94376
014/014084.jams,,120,90.6661,89.8777,112.489426,112.489426,89.55,112.410576
014/014315.jams,,94,129.199,62.4528,62.809555,62.809555,63.83,79.290665
014/014318.jams,,77,126.048,94.8251,54.332436,108.66487,206.9,73.71153
014/014539.jams,,121,126.048,94.8251,95.9689,95.9689,95.24,95.9689
014/014601.jams,,84,103.359,61.1594,70.41925,140.8385,133.33,88.00435
014/014649.jams,,92,132.512,114.209,111.109436,111.109436,111.11,108.4283
014/014777.jams,,121,161.499,151.999,21.92223,21.92223,193.55,111.58258
014/014812.jams,,53,123.047,72.7883,58.669567,58.669567,60.61,62.060417
015/015140.jams,,120,143.555,80.7495,148.48764,148.48764,162.16,128.49739
015/015369.jams,,120,90.6661,90.2702,90.13349,90.13349,181.82,90.13349
015/015464.jams,,74,117.454,94.3921,68.21126,68.21126,95.24,65.41184
015/015470.jams,,74,126.048,91.4685,122.4254,122.4254,181.82,122.34656
015/015471.jams,,112,234.908,90.6661,48.02388,48.02388,214.29,96.520905
015/015472.jams,,125,234.908,96.5975,100.187744,100.187744,200.0,100.187744
015/015474.jams,,96,109.957,90.6661,108.38887,108.38887,181.82,108.4283
015/015487.jams,,143,109.957,108.799,108.822586,108.822586,109.09,108.822586
015/015540.jams,,100,114.844,113.895,113.278,113.278,113.21,113.75114
015/015622.jams,,112,135.999,68.224,103.93346,103.93346,206.9,104.012314
015/015623.jams,,77,147.656,97.0511,49.83759,99.67518,105.26,99.99061
015/015625.jams,,143,123.047,89.8777,41.478752,41.478752,230.77,171.90814
016/016034.jams,,137,178.206,86.8566,87.05807,87.05807,176.47,150.49847
016/016127.jams,,96,129.199,129.199,65.05698,65.05698,81.08,81.30151
016/016367.jams,,151,114.844,120.888,68.17183,68.17183,200.0,96.244896
016/016371.jams,,74,135.999,80.7495,50.31073,50.31073,139.53,80.355225
016/016376.jams,,121,191.406,78.3026,42.977036,42.977036,176.47,85.32321
016/016388.jams,,138,184.57,84.032,98.76832,98.76832,176.47,98.76832
016/016404.jams,,96,123.047,78.0071,138.66994,138.66994,146.34,69.33497
016/016423.jams,,151,93.9631,103.359,103.342026,103.342026,166.67,103.342026
016/016426.jams,,77,198.768,83.3543,51.730156,51.730156,105.26,82.957504
016/016441.jams,,160,107.666,75.9995,127.74825,127.74825,193.55,127.708824
016/016443.jams,,120,97.5088,97.5088,126.64426,126.64426,214.29,126.723114
016/016444.jams,,120,109.957,80.7495,87.21578,87.21578,187.5,87.2552
016/016525.jams,,96,151.999,120.185,22.631943,22.631943,206.9,90.52777
016/016526.jams,,84,132.512,74.3593,61.98156,61.98156,69.77,113.396286
016/016527.jams,,84,224.694,112.961,113.83,113.83,230.77,113.94829
016/016554.jams,,96,166.709,86.8566,22.631943,22.631943,181.82,74.57896
016/016563.jams,,80,166.709,93.9631,61.035275,61.035275,146.34,101.094604
016/016581.jams,,216,178.206,86.8566,87.01865,87.01865,176.47,87.01865
016/016940.jams,,80,117.454,90.6661,42.81932,42.81932,125.0,118.04884
016/016997.jams,,96,139.675,77.7138,123.174545,123.174545,162.16,107.8763
017/017003.jams,,77,99.384,87.2231,54.332436,108.66487,176.47,89.50263
017/017439.jams,,138,161.499,93.1166,87.33407,174.66814,181.82,87.41292
017/017468.jams,,120,172.266,85.0694,84.92893,84.92893,171.43,152.94305
017/017580.jams,,143,132.512,132.512,130.07454,130.07454,133.33,115.052284
017/017611.jams,,121,139.675,75.9995,153.5739,153.5739,157.89,76.78695
017/017644.jams,,125,172.266,106.556,49.679874,49.679874,200.0,103.46031
018/018004.jams,,84,103.359,130.012,59.773563,59.773563,214.29,78.383804
018/018005.jams,,91,172.266,96.5975,42.188465,84.37693,86.96,84.69236
018/018018.jams,,96,120.185,101.333,102.080315,102.080315,206.9,102.080315
018/018025.jams,,96,135.999,89.4886,52.518726,105.03745,181.82,82.12951
018/018042.jams,,84,107.666,112.961,51.335873,102.671745,51.72,76.43209
018/018386.jams,,120,114.844,80.7495,114.027145,114.027145,136.36,112.92314
018/018391.jams,,84,132.512,88.3413,65.64841,65.64841,230.77,131.29681
018/018393.jams,,121,143.555,89.4886,129.75911,129.75911,187.5,114.736855
018/018577.jams,,96,143.555,53.833,159.84303,159.84303,162.16,78.50209
018/018578.jams,,121,112.347,80.7495,108.34944,108.34944,105.26,151.7602
018/018656.jams,,153,114.844,114.209,11.513114,11.513114,230.77,92.10491
018/018692.jams,,91,114.844,62.642,62.375843,62.375843,130.43,124.751686
018/018694.jams,,84,178.206,90.6661,68.605545,137.21109,133.33,78.67952
018/018876.jams,,96,139.675,78.3026,82.72093,165.44186,84.51,82.72093
018/018975.jams,,84,112.347,79.5072,47.787308,47.787308,68.97,108.9803
018/018976.jams,,67,147.656,156.605,74.79581,74.79581,72.29,120.76942
019/019353.jams,,77,114.844,114.209,141.15393,141.15393,136.36,70.55725
019/019355.jams,,184,166.709,66.6835,86.15121,172.30241,166.67,98.84718
019/019419.jams,,135,109.957,108.23,108.07344,108.07344,107.14,108.07344
019/019422.jams,,77,117.454,84.7208,42.464466,42.464466,68.97,85.48093
019/019466.jams,,77,97.5088,94.8251,47.156452,94.312904,107.14,93.52434
019/019481.jams,,80,126.048,64.5996,50.153015,100.30603,50.42,90.8432
019/019484.jams,,121,132.512,76.8471,71.75982,71.75982,153.85,71.83868
019/019485.jams,,151,139.675,137.812,53.622723,107.245445,240.0,107.560875
019/019487.jams,,135,123.047,51.168,103.65745,103.65745,142.86,103.65745
019/019492.jams,,96,107.666,90.6661,79.09351,79.09351,171.43,79.80323
019/019493.jams,,84,126.048,75.4448,120.09914,120.09914,157.89,128.26082
019/019494.jams,,120,156.605,89.1029,154.95389,154.95389,157.89,154.95389
019/019532.jams,,80,114.844,118.125,57.72328,57.72328,115.38,115.32828
019/019582.jams,,77,114.844,107.666,40.138184,40.138184,214.29,80.11865
019/019583.jams,,132,172.266,86.1328,60.877563,60.877563,125.0,121.75513
019/019584.jams,,151,120.185,80.7495,81.89294,81.89294,240.0,81.81409
019/019630.jams,,96,147.656,81.0662,119.15285,119.15285,230.77,80.94665
019/019633.jams,,91,166.709,81.3853,65.60898,131.21796,109.09,68.92097
019/019790.jams,,146,126.048,91.4685,113.79057,113.79057,230.77,113.79057
019/019794.jams,,96,178.206,90.6661,152.39104,152.39104,171.43,151.40533
019/019816.jams,,80,206.719,140.625,25.155365,25.155365,100.0,99.35975
020/020058.jams,,121,112.347,114.209,83.15465,83.15465,166.67,82.09008
020/020089.jams,,77,143.555,85.7754,72.548386,72.548386,142.86,123.64769
020/020092.jams,,151,123.047,103.359,127.55111,127.55111,100.0,128.41853
020/020094.jams,,84,123.047,124.529,61.508415,61.508415,122.45,123.01683
020/020100.jams,,96,101.333,132.512,52.676437,52.676437,230.77,105.352875
020/020134.jams,,151,139.675,68.4499,134.29338,134.29338,133.33,134.33281
020/020136.jams,,80,109.957,90.2702,52.91301,105.82602,187.5,93.36662
020/020138.jams,,84,107.666,144.559,62.21813,124.43626,200.0,79.7638
020/020144.jams,,80,101.333,104.403,51.257015,51.257015,105.26,107.71859
020/020145.jams,,84,143.555,132.512,66.27926,66.27926,133.33,132.40082
020/020152.jams,,97,123.047,83.3543,41.83361,41.83361,157.89,113.396286
020/020153.jams,,73,105.469,93.1166,43.29246,86.58492,187.5,134.84538
020/020156.jams,,96,143.555,82.3581,71.12897,142.25793,222.22,111.50372
020/020165.jams,,96,224.694,80.1235,55.160435,55.160435,166.67,110.32087
020/020198.jams,,151,109.957,111.139,112.804855,112.804855,111.11,112.96257
020/020200.jams,,96,103.359,55.125,51.335873,51.335873,171.43,78.67952
020/020203.jams,,96,147.656,148.719,100.66089,100.66089,150.0,100.62146
020/020205.jams,,80,129.199,64.1984,49.04902,98.09804,193.55,126.48654
020/020705.jams,,97,120.185,63.024,67.028404,67.028404,153.85,80.236946
020/020731.jams,,151,135.999,99.8641,99.59632,99.59632,200.0,99.55689
020/020743.jams,,80,139.675,107.108,49.679874,99.35975,107.14,106.338585
020/020746.jams,,84,123.047,127.604,54.923862,109.847725,193.55,147.18648
021/021135.jams,,151,112.347,80.4353,113.15971,113.15971,115.38,113.15971
021/021137.jams,,84,93.9631,120.185,39.980473,39.980473,120.0,120.84827
021/021697.jams,,101,135.999,138.737,67.18612,67.18612,67.42,67.26498
021/021842.jams,,80,107.666,76.5625,57.013573,57.013573,120.0,116.23514
021/021843.jams,,80,114.844,95.7031,57.25014,57.25014,214.29,106.45688
021/021844.jams,,80,178.206,86.1328,106.69344,106.69344,117.65,106.73288
021/021998.jams,,92,126.048,141.588,145.72763,145.72763,146.34,97.30947
022/022104.jams,,121,166.709,82.3581,82.563225,82.563225,162.16,82.563225
022/022129.jams,,74,112.347,94.3921,49.206734,98.41347,45.8,82.79979
022/022130.jams,,77,103.359,142.565,62.770126,62.770126,146.34,100.73975
022/022306.jams,,67,156.605,64.1984,39.901615,39.901615,71.43,92.26263
022/022372.jams,,70,84.7208,52.4667,104.998024,104.998024,52.63,52.499012
022/022982.jams,,143,90.6661,76.5625,43.765606,43.765606,133.33,84.219215
022/022985.jams,,121,172.266,73.3045,45.027317,45.027317,153.85,87.846634
023/023074.jams,,96,101.333,132.512,134.1751,134.1751,133.33,134.1751
023/023077.jams,,121,132.512,95.7031,156.29446,156.29446,193.55,77.37837
023/023082.jams,,146,132.512,78.9003,107.08773,107.08773,222.22,107.08773
023/023151.jams,,143,206.719,98.4375,64.5444,64.5444,200.0,129.0888
023/023191.jams,,94,161.499,101.832,81.57751,163.15501,101.69,89.66035
023/023329.jams,,96,151.999,82.6875,75.22952,150.45905,153.85,116.58999
024/024331.jams,,84,129.199,149.796,148.80307,148.80307,66.67,74.342384
024/024514.jams,,74,89.1029,87.9654,40.926754,81.85351,59.41,81.85351
024/024515.jams,,87,191.406,90.6661,105.82602,105.82602,142.86,52.91301
024/024517.jams,,120,82.0313,85.421,56.106716,56.106716,130.43,84.534645
024/024521.jams,,121,184.57,91.875,55.19986,110.39972,171.43,110.557434
024/024544.jams,,121,143.555,71.529,72.548386,72.548386,142.86,72.548386
024/024547.jams,,74,126.048,84.032,46.28903,46.28903,139.53,136.14651
024/024550.jams,,151,112.347,108.799,109.847725,109.847725,214.29,109.65058
024/024712.jams,,77,198.768,66.256,40.453613,40.453613,88.24,85.95407
024/024831.jams,,84,89.1029,122.319,79.25123,79.25123,122.45,117.142
024/024876.jams,,96,120.185,62.642,134.13565,134.13565,117.65,82.32665
024/024904.jams,,77,135.999,139.675,56.619286,113.23857,48.39,113.23857
024/024908.jams,,143,156.605,118.125,127.19624,127.19624,113.21,90.52777
024/024913.jams,,100,132.512,89.8777,148.84248,148.84248,74.07,84.69236
024/024914.jams,,76,123.047,125.284,49.995304,49.995304,41.38,82.957504
024/024926.jams,,120,139.675,87.5927,53.465008,53.465008,153.85,82.957504
024/024927.jams,,96,135.999,117.454,34.460484,34.460484,75.95,82.642075
025/025142.jams,,120,139.675,79.5072,110.00544,110.00544,214.29,110.00544
025/025150.jams,,138,87.5927,89.8777,127.3934,127.3934,166.67,84.574066
025/025177.jams,,143,178.206,93.1166,136.14651,136.14651,181.82,79.03437
025/025179.jams,,192,103.359,100.838,101.370605,101.370605,200.0,101.370605
025/025227.jams,,143,135.999,90.2702,45.500458,91.000916,45.45,84.219215
025/025232.jams,,153,105.469,106.01,44.869602,44.869602,44.78,91.316345
025/025928.jams,,73,172.266,121.599,67.10726,134.21452,66.67,66.7524
026/026026.jams,,120,161.499,80.1235,159.88246,159.88246,157.89,79.94123
026/026529.jams,,143,191.406,92.2852,42.03075,84.0615,193.55,78.50209
026/026531.jams,,90,156.605,151.999,69.15754,69.15754,150.0,120.65112
026/026583.jams,,70,129.199,112.347,50.783875,50.783875,115.38,56.54043
026/026585.jams,,108,161.499,57.5818,112.410576,112.410576,58.82,79.98065
026/026600.jams,,73,161.499,58.5606,124.6334,124.6334,181.82,124.6334
026/026601.jams,,87,105.469,104.403,108.86201,108.86201,103.45,108.78316
026/026612.jams,,87,107.666,64.8021,52.834152,52.834152,150.0,108.50716
026/026669.jams,,121,172.266,99.8641,80.986084,80.986084,181.82,89.22664
026/026670.jams,,104,191.406,85.421,45.579315,45.579315,86.96,91.15863
026/026697.jams,,96,172.266,88.3413,148.92134,148.92134,240.0,91.15863
026/026765.jams,,77,103.359,103.359,52.045586,104.09117,105.26,52.045586
026/026902.jams,,205,93.9631,93.9631,93.76091,93.76091,187.5,93.76091
027/027141.jams,,135,90.6661,89.8777,89.97578,89.97578,181.82,89.97578
027/027216.jams,,80,97.5088,96.5975,42.661606,42.661606,181.82,84.77122
027/027340.jams,,120,184.57,89.8777,92.341484,92.341484,181.82,92.341484
027/027634.jams,,77,135.999,136.9,144.54477,144.54477,125.0,171.35614
027/027945.jams,,84,132.512,118.804,55.51529,55.51529,230.77,111.18829
027/027953.jams,,77,123.047,129.199,71.12897,71.12897,117.65,94.78605
028/028024.jams,,146,107.666,93.1166,93.13005,93.13005,181.82,77.161514
028/028097.jams,,67,147.656,59.0625,70.41925,140.8385,72.29,72.31182
028/028122.jams,,216,198.768,95.7031,100.73975,100.73975,200.0,100.73975
028/028199.jams,,121,178.206,108.23,87.29464,87.29464,171.43,83.272934
028/028529.jams,,144,184.57,89.1029,42.03075,42.03075,187.5,85.1655
028/028535.jams,,96,129.199,65.834,62.612415,62.612415,40.54,127.6694
028/028536.jams,,166,156.605,78.0071,114.106,114.106,77.92,114.14543
028/028594.jams,,90,99.384,108.23,58.787853,58.787853,162.16,117.45742
028/028597.jams,,120,126.048,87.5927,159.13332,159.13332,142.86,79.52722
028/028606.jams,,77,103.359,85.421,21.291374,21.291374,206.9,85.1655
028/028607.jams,,120,172.266,86.1328,104.6826,104.6826,181.82,104.6826
029/029180.jams,,67,123.047,83.3543,47.393024,47.393024,60.0,118.600845
030/030072.jams,,144,135.999,106.556,100.66089,100.66089,157.89,100.66089
030/030075.jams,,74,123.047,67.1165,51.296444,102.59289,181.82,91.78948
030/030076.jams,,106,156.605,95.7031,129.83795,129.83795,222.22,129.83795
030/030093.jams,,84,117.454,74.8981,56.225002,56.225002,56.07,74.85495
030/030118.jams,,146,97.5088,98.4375,97.54604,97.54604,84.51,97.54604
030/030636.jams,,74,123.047,89.8777,47.787308,95.574615,105.26,104.87974
030/030689.jams,,96,117.454,84.7208,42.503895,42.503895,181.82,84.69236
030/030690.jams,,96,139.675,103.359,79.88209,79.88209,50.0,79.88209
031/031121.jams,,77,114.844,72.2793,47.66902,95.33804,214.29,95.49576
031/031122.jams,,96,109.957,70.5525,69.39411,69.39411,136.36,139.41908
031/031126.jams,,71,95.7031,94.8251,40.2959,40.2959,181.82,99.35975
031/031130.jams,,77,184.57,81.707,61.66613,61.66613,166.67,81.77465
031/031131.jams,,77,126.048,80.1235,59.458138,59.458138,162.16,81.932365
031/031132.jams,,84,129.199,126.048,121.04542,121.04542,157.89,121.08484
031/031143.jams,,87,129.199,119.491,55.594147,55.594147,136.36,111.18829
031/031149.jams,,77,109.957,109.375,63.400986,126.80197,206.9,111.109436
031/031566.jams,,146,161.499,91.4685,44.790745,44.790745,67.42,89.739204
031/031889.jams,,151,117.454,114.844,45.342743,45.342743,230.77,109.966
031/031904.jams,,162,178.206,87.5927,20.739376,20.739376,187.5,85.79636
032/032149.jams,,96,156.605,71.7773,50.783875,50.783875,157.89,109.29572
032/032852.jams,,135,191.406,93.9631,93.76091,93.76091,93.75,93.76091
032/032857.jams,,80,123.047,86.1328,22.789658,22.789658,214.29,98.7289
033/033121.jams,,80,97.5088,97.0511,60.798706,121.59741,176.47,90.8432
033/033302.jams,,80,132.512,67.5551,41.79418,41.79418,74.07,143.4408
033/033304.jams,,120,184.57,98.4375,100.108894,100.108894,193.55,100.108894
033/033305.jams,,77,105.469,67.5551,10.014832,10.014832,73.17,125.382545
033/033996.jams,,109,132.512,135.11,136.61966,136.61966,136.36,68.30983
034/034314.jams,,80,126.048,142.565,42.109608,84.219215,83.33,84.37693
034/034317.jams,,96,143.555,67.9996,63.164413,63.164413,63.16,61.2127
034/034319.jams,,198,172.266,70.3125,59.06385,59.06385,115.38,104.87974
034/034457.jams,,87,103.359,80.7495,73.41582,73.41582,73.17,73.41582
034/034459.jams,,96,166.709,90.6661,21.44909,21.44909,77.92,77.51638
034/034461.jams,,143,103.359,86.8566,85.36264,85.36264,86.96,85.79636
034/034462.jams,,96,151.999,111.139,78.46266,78.46266,75.95,73.33696
034/034465.jams,,96,135.999,135.999,45.579315,45.579315,136.36,85.32321
034/034466.jams,,96,114.844,111.74,40.453613,40.453613,63.16,74.63809
034/034510.jams,,96,107.666,111.139,41.715324,41.715324,214.29,69.07868
034/034550.jams,,70,114.844,58.3951,50.468445,50.468445,48.0,100.93689
034/034887.jams,,120,109.957,106.01,110.00544,110.00544,206.9,110.00544
034/034979.jams,,120,90.6661,89.8777,89.66035,89.66035,181.82,89.66035
034/034994.jams,,123,129.199,79.5072,159.01503,159.01503,206.9,79.507515
035/035002.jams,,80,129.199,65.625,128.33968,128.33968,66.67,132.63737
035/035345.jams,,90,120.185,60.0927,119.98084,119.98084,120.0,59.99042
035/035458.jams,,232,103.359,155.428,144.54477,144.54477,146.34,72.272385
035/035672.jams,,121,161.499,86.1328,89.34492,89.34492,181.82,89.34492
035/035734.jams,,73,114.844,77.4228,67.89583,67.89583,67.42,67.95497
036/036178.jams,,151,172.266,85.421,157.04361,157.04361,166.67,157.12247
036/036257.jams,,96,178.206,88.3413,39.980473,39.980473,181.82,65.25413
036/036330.jams,,195,132.512,130.012,130.23225,130.23225,130.43,130.23225
036/036375.jams,,96,147.656,135.11,135.39737,135.39737,181.82,147.81734
036/036461.jams,,80,129.199,75.4448,52.834152,52.834152,105.26,105.668304
