T (BPM),alonso2004/ismir2004_corr,alonso2004/ismir2004_spec,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,dixon2001/ismir2004_indu,dixon2001/ismir2004_trac,dixon2003/ismir2004_auco,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/ismir2004,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/ismir2004,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,tzanetakis2002/ismir2004_hist,tzanetakis2002/ismir2004_mmul,tzanetakis2002/ismir2004_msum,uhle2004/ismir2004,zplane/auftakt_v3
78.0,0.6136363636363636,0.696969696969697,0.9090909090909091,0.7348484848484849,0.6212121212121212,0.75,0.7651515151515151,0.7803030303030303,0.8712121212121212,0.8257575757575758,0.8181818181818182,0.7651515151515151,0.8636363636363636,0.696969696969697,0.6666666666666666,0.8787878787878788,0.8863636363636364,0.9318181818181818,0.9090909090909091,0.9318181818181818,0.9090909090909091,0.5909090909090909,0.4090909090909091,0.553030303030303,0.7424242424242424,0.8409090909090909
79.0,0.625,0.7132352941176471,0.9191176470588235,0.75,0.625,0.75,0.7720588235294118,0.7720588235294118,0.8823529411764706,0.8308823529411765,0.8161764705882353,0.7720588235294118,0.8676470588235294,0.6985294117647058,0.6691176470588235,0.8897058823529411,0.8970588235294118,0.9338235294117647,0.9117647058823529,0.9338235294117647,0.9117647058823529,0.5955882352941176,0.4117647058823529,0.5514705882352942,0.75,0.8529411764705882
80.0,0.5970149253731343,0.7164179104477612,0.917910447761194,0.7611940298507462,0.6567164179104478,0.7611940298507462,0.7761194029850746,0.7910447761194029,0.8880597014925373,0.835820895522388,0.8208955223880597,0.7611940298507462,0.8656716417910447,0.7089552238805971,0.6940298507462687,0.8880597014925373,0.8955223880597015,0.9328358208955224,0.917910447761194,0.9402985074626866,0.917910447761194,0.582089552238806,0.4253731343283582,0.5373134328358209,0.7686567164179104,0.8432835820895522
81.0,0.5925925925925926,0.7185185185185186,0.9259259259259259,0.7555555555555555,0.6592592592592592,0.7703703703703704,0.7777777777777778,0.7925925925925926,0.8888888888888888,0.837037037037037,0.8222222222222222,0.7777777777777778,0.8666666666666667,0.7037037037037037,0.6888888888888889,0.8962962962962963,0.9037037037037037,0.9407407407407408,0.9111111111111111,0.9407407407407408,0.9259259259259259,0.5851851851851851,0.42962962962962964,0.5407407407407407,0.7703703703703704,0.8444444444444444
82.0,0.6090225563909775,0.7218045112781954,0.9398496240601504,0.7669172932330827,0.6691729323308271,0.7744360902255639,0.7894736842105263,0.8120300751879699,0.8947368421052632,0.8571428571428571,0.8345864661654135,0.7744360902255639,0.8796992481203008,0.7142857142857143,0.706766917293233,0.9097744360902256,0.9172932330827067,0.9548872180451128,0.924812030075188,0.9398496240601504,0.9398496240601504,0.5864661654135338,0.43609022556390975,0.5338345864661654,0.7969924812030075,0.8646616541353384
83.0,0.6076923076923076,0.7230769230769231,0.9384615384615385,0.7846153846153846,0.6615384615384615,0.7769230769230769,0.7923076923076923,0.8307692307692308,0.9076923076923077,0.8692307692307693,0.8538461538461538,0.7846153846153846,0.8923076923076924,0.7153846153846154,0.7,0.9230769230769231,0.9307692307692308,0.9615384615384616,0.9307692307692308,0.9384615384615385,0.9538461538461539,0.6,0.4230769230769231,0.5538461538461539,0.8,0.8846153846153846
84.0,0.5909090909090909,0.7196969696969697,0.9393939393939394,0.7878787878787878,0.6666666666666666,0.7803030303030303,0.7954545454545454,0.8333333333333334,0.9090909090909091,0.8712121212121212,0.8560606060606061,0.7803030303030303,0.8939393939393939,0.7045454545454546,0.696969696969697,0.9242424242424242,0.9318181818181818,0.9621212121212122,0.9318181818181818,0.9393939393939394,0.9545454545454546,0.5909090909090909,0.4166666666666667,0.5606060606060606,0.7954545454545454,0.8863636363636364
85.0,0.5846153846153846,0.7076923076923077,0.9384615384615385,0.7923076923076923,0.6615384615384615,0.7461538461538462,0.7846153846153846,0.8307692307692308,0.9076923076923077,0.8615384615384616,0.8461538461538461,0.7769230769230769,0.9,0.7076923076923077,0.6923076923076923,0.9230769230769231,0.9230769230769231,0.9538461538461539,0.9307692307692308,0.9384615384615385,0.9538461538461539,0.5923076923076923,0.4153846153846154,0.5461538461538461,0.7846153846153846,0.8846153846153846
86.0,0.5887096774193549,0.717741935483871,0.9516129032258065,0.7903225806451613,0.6693548387096774,0.7419354838709677,0.7903225806451613,0.8629032258064516,0.9112903225806451,0.8629032258064516,0.8548387096774194,0.7903225806451613,0.9032258064516129,0.7338709677419355,0.6935483870967742,0.9274193548387096,0.9274193548387096,0.9516129032258065,0.9274193548387096,0.9354838709677419,0.9516129032258065,0.5725806451612904,0.43548387096774194,0.5483870967741935,0.7903225806451613,0.8951612903225806
87.0,0.5806451612903226,0.717741935483871,0.9596774193548387,0.7983870967741935,0.6693548387096774,0.7338709677419355,0.8064516129032258,0.8467741935483871,0.9193548387096774,0.8790322580645161,0.8709677419354839,0.7903225806451613,0.9112903225806451,0.7338709677419355,0.7096774193548387,0.9354838709677419,0.9354838709677419,0.9596774193548387,0.9354838709677419,0.9354838709677419,0.9516129032258065,0.5725806451612904,0.41935483870967744,0.5483870967741935,0.7983870967741935,0.9032258064516129
88.0,0.6,0.728,0.968,0.792,0.664,0.736,0.8,0.848,0.928,0.888,0.88,0.784,0.92,0.704,0.696,0.936,0.944,0.968,0.944,0.936,0.96,0.576,0.432,0.544,0.792,0.904
89.0,0.616,0.72,0.968,0.832,0.688,0.744,0.8,0.856,0.928,0.888,0.88,0.792,0.92,0.712,0.696,0.928,0.936,0.968,0.944,0.936,0.96,0.584,0.432,0.56,0.792,0.904
90.0,0.609375,0.7109375,0.96875,0.84375,0.6796875,0.734375,0.796875,0.8515625,0.9375,0.890625,0.8828125,0.796875,0.9296875,0.6953125,0.6796875,0.9375,0.9453125,0.96875,0.9453125,0.9375,0.96875,0.5546875,0.421875,0.5703125,0.78125,0.890625
91.0,0.5826771653543307,0.7086614173228346,0.9763779527559056,0.84251968503937,0.6850393700787402,0.7322834645669292,0.8110236220472441,0.8346456692913385,0.952755905511811,0.9133858267716536,0.905511811023622,0.8031496062992126,0.9133858267716536,0.6929133858267716,0.6771653543307087,0.9448818897637795,0.952755905511811,0.9763779527559056,0.9606299212598425,0.9448818897637795,0.968503937007874,0.5433070866141733,0.41732283464566927,0.5826771653543307,0.7716535433070866,0.8818897637795275
92.0,0.5801526717557252,0.7175572519083969,0.9694656488549618,0.8549618320610687,0.6946564885496184,0.7175572519083969,0.8091603053435115,0.8091603053435115,0.9465648854961832,0.916030534351145,0.9007633587786259,0.7862595419847328,0.9083969465648855,0.7022900763358778,0.6793893129770993,0.9465648854961832,0.9465648854961832,0.9694656488549618,0.9541984732824428,0.9389312977099237,0.9618320610687023,0.5190839694656488,0.42748091603053434,0.5572519083969466,0.7404580152671756,0.8702290076335878
93.0,0.5769230769230769,0.7384615384615385,0.9692307692307692,0.8615384615384616,0.7153846153846154,0.7307692307692307,0.823076923076923,0.823076923076923,0.9461538461538461,0.9307692307692308,0.9230769230769231,0.8,0.9153846153846154,0.7153846153846154,0.676923076923077,0.9461538461538461,0.9461538461538461,0.9692307692307692,0.9615384615384616,0.9384615384615385,0.9615384615384616,0.49230769230769234,0.4307692307692308,0.5538461538461539,0.7461538461538462,0.8615384615384616
94.0,0.5725190839694656,0.7633587786259542,0.9770992366412213,0.8778625954198473,0.7099236641221374,0.732824427480916,0.8320610687022901,0.8396946564885496,0.9541984732824428,0.9465648854961832,0.9312977099236641,0.7786259541984732,0.9083969465648855,0.7175572519083969,0.6793893129770993,0.9618320610687023,0.9541984732824428,0.9694656488549618,0.9694656488549618,0.9465648854961832,0.9618320610687023,0.46564885496183206,0.4580152671755725,0.5648854961832062,0.7633587786259542,0.8625954198473282
95.0,0.5658914728682171,0.7674418604651163,0.9689922480620154,0.875968992248062,0.6976744186046512,0.7286821705426356,0.8294573643410853,0.8217054263565892,0.9534883720930233,0.9457364341085271,0.9302325581395349,0.7674418604651163,0.8992248062015504,0.7286821705426356,0.6744186046511628,0.9612403100775194,0.9534883720930233,0.9689922480620154,0.9689922480620154,0.9457364341085271,0.9612403100775194,0.4418604651162791,0.4573643410852713,0.5503875968992248,0.7674418604651163,0.8527131782945736
96.0,0.5714285714285714,0.7698412698412699,0.9682539682539683,0.8888888888888888,0.7063492063492064,0.746031746031746,0.8333333333333334,0.8174603174603174,0.9523809523809523,0.9444444444444444,0.9365079365079365,0.7619047619047619,0.9047619047619048,0.753968253968254,0.6825396825396826,0.9682539682539683,0.9603174603174603,0.9682539682539683,0.9682539682539683,0.9444444444444444,0.9603174603174603,0.4523809523809524,0.46825396825396826,0.5555555555555556,0.7777777777777778,0.8492063492063492
97.0,0.5746268656716418,0.753731343283582,0.9701492537313433,0.8731343283582089,0.6940298507462687,0.7238805970149254,0.8208955223880597,0.8283582089552238,0.9477611940298507,0.9477611940298507,0.9328358208955224,0.753731343283582,0.8955223880597015,0.7388059701492538,0.6716417910447762,0.9701492537313433,0.9552238805970149,0.9626865671641791,0.9626865671641791,0.9402985074626866,0.9477611940298507,0.44776119402985076,0.4552238805970149,0.5373134328358209,0.753731343283582,0.8283582089552238
98.0,0.553030303030303,0.7348484848484849,0.9696969696969697,0.8787878787878788,0.696969696969697,0.7196969696969697,0.8181818181818182,0.8257575757575758,0.946969696969697,0.946969696969697,0.9318181818181818,0.7727272727272727,0.8939393939393939,0.7272727272727273,0.6818181818181818,0.9696969696969697,0.9545454545454546,0.9621212121212122,0.9621212121212122,0.9393939393939394,0.946969696969697,0.45454545454545453,0.4696969696969697,0.5303030303030303,0.7575757575757576,0.8181818181818182
99.0,0.5476190476190477,0.7380952380952381,0.9682539682539683,0.8809523809523809,0.6984126984126984,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.9523809523809523,0.9523809523809523,0.9365079365079365,0.7698412698412699,0.9047619047619048,0.7142857142857143,0.6746031746031746,0.9761904761904762,0.9523809523809523,0.9603174603174603,0.9682539682539683,0.9444444444444444,0.9523809523809523,0.4523809523809524,0.47619047619047616,0.5396825396825397,0.753968253968254,0.8253968253968254
100.0,0.5491803278688525,0.7295081967213115,0.9672131147540983,0.8770491803278688,0.7049180327868853,0.7213114754098361,0.8360655737704918,0.8442622950819673,0.9508196721311475,0.9508196721311475,0.9426229508196722,0.7868852459016393,0.9016393442622951,0.7131147540983607,0.6639344262295082,0.9754098360655737,0.9508196721311475,0.9590163934426229,0.9672131147540983,0.9426229508196722,0.9508196721311475,0.4672131147540984,0.48360655737704916,0.5491803278688525,0.7622950819672131,0.8360655737704918
101.0,0.5573770491803278,0.7295081967213115,0.9672131147540983,0.8770491803278688,0.7049180327868853,0.7213114754098361,0.8360655737704918,0.819672131147541,0.9508196721311475,0.9508196721311475,0.9508196721311475,0.7950819672131147,0.9016393442622951,0.6967213114754098,0.6475409836065574,0.9754098360655737,0.9508196721311475,0.9590163934426229,0.9672131147540983,0.9426229508196722,0.9508196721311475,0.4672131147540984,0.47540983606557374,0.5655737704918032,0.7622950819672131,0.8442622950819673
102.0,0.5666666666666667,0.7416666666666667,0.9666666666666667,0.8833333333333333,0.7083333333333334,0.7166666666666667,0.8416666666666667,0.825,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.7916666666666666,0.9083333333333333,0.7,0.65,0.975,0.95,0.9583333333333334,0.975,0.95,0.95,0.475,0.4666666666666667,0.5666666666666667,0.7666666666666667,0.85
103.0,0.55,0.75,0.9666666666666667,0.8833333333333333,0.7083333333333334,0.7166666666666667,0.8416666666666667,0.825,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.8,0.9083333333333333,0.6833333333333333,0.6416666666666667,0.975,0.9416666666666667,0.95,0.975,0.95,0.95,0.48333333333333334,0.45,0.5583333333333333,0.7583333333333333,0.85
104.0,0.5614035087719298,0.7456140350877193,0.9649122807017544,0.8771929824561403,0.7192982456140351,0.7105263157894737,0.8421052631578947,0.8157894736842105,0.956140350877193,0.9649122807017544,0.956140350877193,0.7982456140350878,0.9035087719298246,0.6929824561403509,0.6578947368421053,0.9736842105263158,0.9385964912280702,0.9473684210526315,0.9736842105263158,0.956140350877193,0.9473684210526315,0.4824561403508772,0.4473684210526316,0.543859649122807,0.7456140350877193,0.8421052631578947
105.0,0.5614035087719298,0.7368421052631579,0.9649122807017544,0.8771929824561403,0.7105263157894737,0.7105263157894737,0.8421052631578947,0.8070175438596491,0.956140350877193,0.9649122807017544,0.956140350877193,0.8070175438596491,0.9035087719298246,0.6929824561403509,0.6491228070175439,0.9736842105263158,0.9385964912280702,0.9473684210526315,0.9736842105263158,0.956140350877193,0.9473684210526315,0.49122807017543857,0.4473684210526316,0.543859649122807,0.7456140350877193,0.8421052631578947
106.0,0.5495495495495496,0.7387387387387387,0.963963963963964,0.8738738738738738,0.7027027027027027,0.7297297297297297,0.8468468468468469,0.8108108108108109,0.954954954954955,0.972972972972973,0.963963963963964,0.8108108108108109,0.8918918918918919,0.7027027027027027,0.6486486486486487,0.972972972972973,0.9459459459459459,0.954954954954955,0.972972972972973,0.954954954954955,0.9459459459459459,0.4954954954954955,0.45045045045045046,0.5495495495495496,0.7477477477477478,0.8378378378378378
107.0,0.5471698113207547,0.7641509433962265,0.9622641509433962,0.8773584905660378,0.7264150943396226,0.7641509433962265,0.839622641509434,0.8018867924528302,0.9433962264150944,0.9716981132075472,0.9622641509433962,0.8113207547169812,0.8867924528301887,0.6886792452830188,0.6226415094339622,0.9716981132075472,0.9339622641509434,0.9528301886792453,0.9716981132075472,0.9528301886792453,0.9433962264150944,0.5377358490566038,0.4716981132075472,0.5471698113207547,0.7358490566037735,0.8301886792452831
108.0,0.5420560747663551,0.7570093457943925,0.9626168224299065,0.8691588785046729,0.7476635514018691,0.7570093457943925,0.8411214953271028,0.822429906542056,0.9439252336448598,0.9719626168224299,0.9626168224299065,0.822429906542056,0.8878504672897196,0.7009345794392523,0.6261682242990654,0.9719626168224299,0.9345794392523364,0.9532710280373832,0.9719626168224299,0.9532710280373832,0.9439252336448598,0.5420560747663551,0.4672897196261682,0.5794392523364486,0.719626168224299,0.8317757009345794
109.0,0.5098039215686274,0.7647058823529411,0.9607843137254902,0.8725490196078431,0.7450980392156863,0.7647058823529411,0.8431372549019608,0.8137254901960784,0.9509803921568627,0.9803921568627451,0.9607843137254902,0.8235294117647058,0.8823529411764706,0.7254901960784313,0.6274509803921569,0.9803921568627451,0.9411764705882353,0.9509803921568627,0.9705882352941176,0.9509803921568627,0.9411764705882353,0.5294117647058824,0.45098039215686275,0.5784313725490197,0.7058823529411765,0.8333333333333334
110.0,0.49514563106796117,0.7669902912621359,0.9611650485436893,0.8640776699029126,0.7184466019417476,0.7572815533980582,0.8349514563106796,0.8058252427184466,0.9514563106796117,0.9805825242718447,0.9611650485436893,0.8155339805825242,0.8737864077669902,0.7087378640776699,0.6310679611650486,0.9805825242718447,0.941747572815534,0.9514563106796117,0.970873786407767,0.9514563106796117,0.941747572815534,0.5339805825242718,0.44660194174757284,0.5631067961165048,0.7087378640776699,0.8155339805825242
111.0,0.5217391304347826,0.8043478260869565,0.967391304347826,0.8804347826086957,0.75,0.782608695652174,0.8369565217391305,0.8260869565217391,0.9565217391304348,0.9891304347826086,0.967391304347826,0.8260869565217391,0.8804347826086957,0.7391304347826086,0.6739130434782609,0.9891304347826086,0.9456521739130435,0.9565217391304348,0.9782608695652174,0.9565217391304348,0.9456521739130435,0.5543478260869565,0.4673913043478261,0.5543478260869565,0.7282608695652174,0.8369565217391305
112.0,0.5609756097560976,0.8292682926829268,0.9878048780487805,0.8902439024390244,0.7317073170731707,0.8048780487804879,0.8536585365853658,0.8658536585365854,0.9634146341463414,1.0,0.9878048780487805,0.8536585365853658,0.9146341463414634,0.7195121951219512,0.6341463414634146,1.0,0.9512195121951219,0.9634146341463414,0.9878048780487805,0.975609756097561,0.9634146341463414,0.5609756097560976,0.4634146341463415,0.5853658536585366,0.7926829268292683,0.8536585365853658
113.0,0.5421686746987951,0.8072289156626506,0.9879518072289156,0.8795180722891566,0.7108433734939759,0.8192771084337349,0.8313253012048193,0.8674698795180723,0.963855421686747,1.0,0.9879518072289156,0.8433734939759037,0.9036144578313253,0.7108433734939759,0.6385542168674698,1.0,0.9518072289156626,0.963855421686747,0.9879518072289156,0.9759036144578314,0.963855421686747,0.6024096385542169,0.43373493975903615,0.5783132530120482,0.7710843373493976,0.8554216867469879
114.0,0.5625,0.7875,0.9875,0.875,0.7,0.825,0.825,0.8625,0.9625,1.0,0.9875,0.8375,0.9,0.675,0.625,1.0,0.95,0.9625,0.9875,0.975,0.9625,0.6,0.425,0.5875,0.7625,0.85
115.0,0.5866666666666667,0.8,0.9866666666666667,0.8666666666666667,0.7066666666666667,0.84,0.84,0.8666666666666667,0.9733333333333334,1.0,0.9866666666666667,0.8666666666666667,0.9066666666666666,0.68,0.64,1.0,0.96,0.9733333333333334,0.9866666666666667,0.9866666666666667,0.9733333333333334,0.64,0.41333333333333333,0.6133333333333333,0.76,0.8666666666666667
116.0,0.6176470588235294,0.7794117647058824,1.0,0.8676470588235294,0.7205882352941176,0.8235294117647058,0.8529411764705882,0.8676470588235294,0.9705882352941176,1.0,0.9852941176470589,0.8676470588235294,0.9117647058823529,0.6470588235294118,0.6176470588235294,1.0,0.9558823529411765,0.9705882352941176,0.9852941176470589,0.9852941176470589,0.9705882352941176,0.6470588235294118,0.4117647058823529,0.6323529411764706,0.75,0.8529411764705882
117.0,0.609375,0.796875,1.0,0.875,0.734375,0.84375,0.859375,0.859375,0.96875,1.0,0.984375,0.859375,0.90625,0.640625,0.609375,1.0,0.953125,0.96875,1.0,0.984375,0.984375,0.65625,0.4375,0.640625,0.75,0.859375
118.0,0.6440677966101694,0.8135593220338984,1.0,0.9152542372881356,0.7457627118644068,0.864406779661017,0.8983050847457628,0.8305084745762712,0.9830508474576272,1.0,1.0,0.8983050847457628,0.9322033898305084,0.6779661016949152,0.6101694915254238,1.0,0.9661016949152542,0.9830508474576272,1.0,1.0,1.0,0.6949152542372882,0.4406779661016949,0.6610169491525424,0.7966101694915254,0.9152542372881356
119.0,0.6491228070175439,0.8070175438596491,1.0,0.9122807017543859,0.7543859649122807,0.8771929824561403,0.9122807017543859,0.8245614035087719,0.9824561403508771,1.0,1.0,0.8947368421052632,0.9298245614035088,0.6842105263157895,0.5964912280701754,1.0,0.9649122807017544,0.9824561403508771,1.0,1.0,1.0,0.6842105263157895,0.42105263157894735,0.6666666666666666,0.7894736842105263,0.9122807017543859
120.0,0.6666666666666666,0.8070175438596491,1.0,0.9298245614035088,0.7719298245614035,0.8947368421052632,0.9298245614035088,0.8245614035087719,0.9824561403508771,1.0,1.0,0.9122807017543859,0.9298245614035088,0.7017543859649122,0.6140350877192983,1.0,0.9649122807017544,0.9824561403508771,1.0,1.0,1.0,0.6842105263157895,0.42105263157894735,0.6666666666666666,0.8070175438596491,0.9122807017543859
121.0,0.660377358490566,0.8113207547169812,1.0,0.9245283018867925,0.7547169811320755,0.8867924528301887,0.9245283018867925,0.8301886792452831,0.9811320754716981,1.0,1.0,0.9245283018867925,0.9245283018867925,0.7358490566037735,0.660377358490566,1.0,0.9622641509433962,0.9811320754716981,1.0,1.0,1.0,0.6981132075471698,0.41509433962264153,0.6415094339622641,0.7735849056603774,0.9056603773584906
122.0,0.6538461538461539,0.8076923076923077,1.0,0.9038461538461539,0.7692307692307693,0.8461538461538461,0.9423076923076923,0.8461538461538461,0.9615384615384616,0.9807692307692307,0.9807692307692307,0.9038461538461539,0.9038461538461539,0.6923076923076923,0.6538461538461539,1.0,0.9615384615384616,0.9807692307692307,1.0,0.9807692307692307,1.0,0.6730769230769231,0.4230769230769231,0.5961538461538461,0.75,0.8846153846153846
123.0,0.660377358490566,0.7924528301886793,1.0,0.9056603773584906,0.7735849056603774,0.8301886792452831,0.9433962264150944,0.8490566037735849,0.9622641509433962,0.9811320754716981,0.9811320754716981,0.8867924528301887,0.8867924528301887,0.6792452830188679,0.6415094339622641,1.0,0.9622641509433962,0.9811320754716981,1.0,0.9622641509433962,1.0,0.660377358490566,0.4528301886792453,0.6037735849056604,0.7547169811320755,0.8679245283018868
124.0,0.6666666666666666,0.7777777777777778,0.9814814814814815,0.8888888888888888,0.7962962962962963,0.8333333333333334,0.9444444444444444,0.8333333333333334,0.9444444444444444,0.9814814814814815,0.9814814814814815,0.8703703703703703,0.8888888888888888,0.6851851851851852,0.6296296296296297,1.0,0.9814814814814815,1.0,1.0,0.9629629629629629,1.0,0.6481481481481481,0.5,0.6296296296296297,0.7777777777777778,0.8703703703703703
125.0,0.6491228070175439,0.7719298245614035,0.9824561403508771,0.8771929824561403,0.7894736842105263,0.8245614035087719,0.9298245614035088,0.8245614035087719,0.9298245614035088,0.9824561403508771,0.9824561403508771,0.8596491228070176,0.8771929824561403,0.6666666666666666,0.6140350877192983,1.0,0.9824561403508771,1.0,1.0,0.9649122807017544,1.0,0.6666666666666666,0.5087719298245614,0.631578947368421,0.7894736842105263,0.8771929824561403
126.0,0.6607142857142857,0.7857142857142857,0.9821428571428571,0.875,0.7857142857142857,0.8214285714285714,0.9285714285714286,0.8392857142857143,0.9285714285714286,0.9821428571428571,0.9821428571428571,0.8571428571428571,0.875,0.6607142857142857,0.625,1.0,0.9821428571428571,1.0,1.0,0.9642857142857143,1.0,0.6428571428571429,0.5,0.6071428571428571,0.7857142857142857,0.875
127.0,0.6792452830188679,0.7924528301886793,0.9811320754716981,0.8867924528301887,0.7924528301886793,0.8301886792452831,0.9245283018867925,0.8490566037735849,0.9433962264150944,0.9811320754716981,0.9811320754716981,0.8490566037735849,0.8867924528301887,0.6415094339622641,0.6415094339622641,1.0,1.0,1.0,1.0,0.9622641509433962,1.0,0.660377358490566,0.5283018867924528,0.6415094339622641,0.7924528301886793,0.8867924528301887
128.0,0.6595744680851063,0.7659574468085106,0.9787234042553191,0.8723404255319149,0.7872340425531915,0.8085106382978723,0.9148936170212766,0.851063829787234,0.9361702127659575,0.9787234042553191,0.9787234042553191,0.8297872340425532,0.8723404255319149,0.6170212765957447,0.6595744680851063,1.0,1.0,1.0,1.0,0.9574468085106383,1.0,0.6382978723404256,0.5106382978723404,0.6382978723404256,0.7659574468085106,0.8723404255319149
129.0,0.6590909090909091,0.7727272727272727,0.9772727272727273,0.8863636363636364,0.7727272727272727,0.8181818181818182,0.9090909090909091,0.8409090909090909,0.9318181818181818,0.9772727272727273,0.9772727272727273,0.8409090909090909,0.8636363636363636,0.6136363636363636,0.6590909090909091,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,0.6590909090909091,0.5227272727272727,0.6363636363636364,0.7954545454545454,0.8636363636363636
130.0,0.6818181818181818,0.7727272727272727,0.9772727272727273,0.8863636363636364,0.7727272727272727,0.8181818181818182,0.9090909090909091,0.8409090909090909,0.9318181818181818,0.9772727272727273,0.9772727272727273,0.8409090909090909,0.8636363636363636,0.6136363636363636,0.6590909090909091,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,0.6363636363636364,0.5454545454545454,0.6136363636363636,0.8181818181818182,0.8636363636363636
131.0,0.6842105263157895,0.7368421052631579,0.9736842105263158,0.8947368421052632,0.8157894736842105,0.8157894736842105,0.9210526315789473,0.8421052631578947,0.9210526315789473,0.9736842105263158,0.9736842105263158,0.8421052631578947,0.868421052631579,0.6578947368421053,0.631578947368421,1.0,1.0,1.0,1.0,0.9473684210526315,1.0,0.631578947368421,0.5526315789473685,0.6052631578947368,0.8157894736842105,0.8947368421052632
132.0,0.6923076923076923,0.717948717948718,0.9743589743589743,0.8717948717948718,0.8205128205128205,0.8205128205128205,0.9230769230769231,0.8461538461538461,0.9230769230769231,0.9743589743589743,0.9743589743589743,0.8461538461538461,0.8717948717948718,0.6666666666666666,0.6410256410256411,1.0,1.0,1.0,1.0,0.9487179487179487,1.0,0.6153846153846154,0.5641025641025641,0.5897435897435898,0.8205128205128205,0.8974358974358975
133.0,0.6944444444444444,0.75,0.9722222222222222,0.8611111111111112,0.8888888888888888,0.7777777777777778,0.9444444444444444,0.8611111111111112,0.9166666666666666,0.9722222222222222,0.9722222222222222,0.8611111111111112,0.8333333333333334,0.6944444444444444,0.6666666666666666,1.0,1.0,1.0,1.0,0.9444444444444444,1.0,0.5555555555555556,0.5833333333333334,0.6111111111111112,0.8333333333333334,0.9166666666666666
134.0,0.6764705882352942,0.7647058823529411,0.9705882352941176,0.8529411764705882,0.8823529411764706,0.7352941176470589,0.9705882352941176,0.8529411764705882,0.8823529411764706,0.9705882352941176,0.9705882352941176,0.8529411764705882,0.8529411764705882,0.6764705882352942,0.7058823529411765,1.0,1.0,1.0,1.0,0.9411764705882353,1.0,0.5294117647058824,0.5882352941176471,0.5882352941176471,0.8235294117647058,0.9117647058823529
135.0,0.65625,0.75,0.96875,0.84375,0.875,0.71875,0.96875,0.84375,0.875,0.96875,0.96875,0.84375,0.84375,0.6875,0.71875,1.0,1.0,1.0,1.0,0.9375,1.0,0.53125,0.59375,0.59375,0.84375,0.90625
136.0,0.6666666666666666,0.7666666666666667,0.9666666666666667,0.8333333333333334,0.8666666666666667,0.7333333333333333,0.9666666666666667,0.8666666666666667,0.8666666666666667,0.9666666666666667,0.9666666666666667,0.8666666666666667,0.8333333333333334,0.7,0.7333333333333333,1.0,1.0,1.0,1.0,0.9333333333333333,1.0,0.5333333333333333,0.6,0.5666666666666667,0.8333333333333334,0.9333333333333333
137.0,0.6666666666666666,0.7666666666666667,0.9666666666666667,0.8333333333333334,0.8666666666666667,0.7333333333333333,0.9666666666666667,0.8666666666666667,0.8666666666666667,0.9666666666666667,0.9666666666666667,0.8666666666666667,0.8333333333333334,0.6666666666666666,0.7333333333333333,1.0,1.0,1.0,1.0,0.9333333333333333,1.0,0.5666666666666667,0.6333333333333333,0.6,0.8333333333333334,0.9333333333333333
138.0,0.6923076923076923,0.7692307692307693,0.9615384615384616,0.8076923076923077,0.8461538461538461,0.6923076923076923,0.9615384615384616,0.8846153846153846,0.8461538461538461,0.9615384615384616,0.9615384615384616,0.8461538461538461,0.8461538461538461,0.6153846153846154,0.7307692307692307,1.0,1.0,1.0,1.0,0.9230769230769231,1.0,0.5384615384615384,0.6153846153846154,0.6153846153846154,0.8076923076923077,0.9230769230769231
139.0,0.6538461538461539,0.8076923076923077,0.9615384615384616,0.8076923076923077,0.8846153846153846,0.7307692307692307,0.9615384615384616,0.8846153846153846,0.8461538461538461,0.9615384615384616,0.9615384615384616,0.8461538461538461,0.8461538461538461,0.6153846153846154,0.7692307692307693,1.0,1.0,1.0,1.0,0.9230769230769231,1.0,0.5384615384615384,0.6153846153846154,0.6153846153846154,0.7692307692307693,0.9230769230769231
140.0,0.6785714285714286,0.8214285714285714,0.9642857142857143,0.8214285714285714,0.8928571428571429,0.75,0.9642857142857143,0.8928571428571429,0.8571428571428571,0.9642857142857143,0.9642857142857143,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.7857142857142857,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.5357142857142857,0.6071428571428571,0.6071428571428571,0.7857142857142857,0.9285714285714286
141.0,0.6923076923076923,0.8076923076923077,0.9615384615384616,0.8076923076923077,0.8846153846153846,0.7307692307692307,0.9615384615384616,0.8846153846153846,0.8461538461538461,0.9615384615384616,0.9615384615384616,0.8461538461538461,0.8461538461538461,0.5384615384615384,0.7692307692307693,1.0,1.0,1.0,1.0,0.9230769230769231,1.0,0.5384615384615384,0.6538461538461539,0.6153846153846154,0.8076923076923077,0.9230769230769231
