Item,cvar,schreiber2018/ismir2018,davies2009/mirex_qm_tempotracker,schreiber2018/fcn,schreiber2018/cnn,percival2014/stem,schreiber2017/mirex2017,schreiber2017/ismir2017,boeck2015/tempodetector2016_default,schreiber2014/default
012/012986.jams,,121,83.3543,82,82,81.3853,81.45922,81.45922,81.08,81.45922
013/013710.jams,,135,95.7031,189,187,93.9631,94.19462,94.19462,187.5,94.23405
014/014315.jams,,94,129.199,63,125,62.2647,62.809555,62.809555,63.83,125.57968
014/014539.jams,,121,126.048,112,184,94.8251,95.9689,95.9689,95.24,95.9689
014/014601.jams,,84,103.359,116,108,60.979,70.41925,140.8385,133.33,88.00435
015/015487.jams,,143,109.957,108,216,108.23,108.90144,108.90144,109.09,108.90144
018/018044.jams,,77,132.512,108,108,83.0196,62.494125,62.494125,127.66,98.7289
018/018876.jams,,96,139.675,116,88,84.032,79.80323,159.60646,84.51,84.574066
019/019422.jams,,77,117.454,87,84,89.8777,42.30675,42.30675,68.97,85.32321
021/021842.jams,,80,107.666,150,87,93.9631,57.013573,57.013573,120.0,115.91971
024/024515.jams,,87,191.406,67,108,97.5088,105.7866,105.7866,142.86,52.91301
024/024917.jams,,132,120.185,121,121,117.454,50.86273,50.86273,117.65,101.72546
025/025227.jams,,143,135.999,116,181,89.4886,45.500458,91.000916,45.45,84.219215
026/026026.jams,,120,161.499,160,159,80.1235,160.0796,160.0796,157.89,79.94123
026/026600.jams,,73,161.499,77,135,59.2317,124.6334,124.6334,181.82,124.6334
026/026765.jams,,77,103.359,52,52,105.469,52.045586,104.09117,105.26,52.045586
026/026902.jams,,205,93.9631,140,186,93.5379,93.76091,93.76091,187.5,93.76091
027/027953.jams,,77,123.047,116,116,132.512,73.494675,146.98935,117.65,87.09749
029/029180.jams,,67,123.047,58,77,82.6875,47.393024,47.393024,60.0,75.93924
030/030636.jams,,74,123.047,116,108,98.4375,47.787308,47.787308,105.26,104.87974
030/030690.jams,,96,139.675,150,87,103.359,40.0199,40.0199,50.0,79.88209
031/031889.jams,,151,117.454,113,116,115.485,45.185028,45.185028,230.77,110.0843
035/035734.jams,,73,114.844,121,107,67.5551,67.89583,67.89583,67.42,67.95497
036/036257.jams,,96,178.206,131,87,88.3413,121.00598,121.00598,181.82,65.25413
037/037041.jams,,121,178.206,73,84,87.5927,42.661606,42.661606,153.85,85.32321
037/037119.jams,,96,143.555,140,87,74.3593,42.661606,42.661606,136.36,115.13114
038/038361.jams,,96,112.347,116,108,136.9,58.748425,58.748425,101.69,158.06874
038/038904.jams,,136,92.2852,148,157,78.0071,77.358665,77.358665,200.0,154.44133
039/039667.jams,,77,166.709,84,85,82.1168,86.5455,86.5455,83.33,83.7855
040/040598.jams,,121,147.656,116,167,84.7208,57.56557,57.56557,166.67,115.44656
040/040655.jams,,96,109.957,116,84,91.4685,45.579315,45.579315,230.77,80.90723
040/040725.jams,,74,132.512,116,87,116.79,45.263885,45.263885,120.0,123.09569
041/041191.jams,,106,156.605,78,160,75.9995,157.16188,157.16188,157.89,78.58094
041/041310.jams,,106,114.844,112,112,111.74,131.09967,131.09967,230.77,127.8271
042/042659.jams,,88,147.656,74,146,75.4448,74.204384,74.204384,146.34,74.204384
042/042966.jams,,120,132.512,133,151,85.0694,136.14651,136.14651,136.36,136.18594
043/043016.jams,,96,117.454,107,88,67.5551,79.09351,79.09351,176.47,79.09351
043/043594.jams,,96,126.048,116,101,81.3853,25.234222,25.234222,142.86,86.97921
043/043911.jams,,92,83.3543,82,165,81.0662,81.932365,81.932365,61.22,102.43517
044/044342.jams,,96,135.999,116,87,145.577,65.05698,65.05698,65.22,130.42938
045/045390.jams,,96,103.359,150,87,91.4685,45.579315,45.579315,176.47,113.08086
047/047826.jams,,84,114.844,116,90,77.4228,76.53066,76.53066,77.92,77.220665
048/048042.jams,,77,135.999,65,101,104.933,47.70845,47.70845,136.36,97.861465
048/048307.jams,,138,90.6661,128,87,63.8021,63.755836,63.755836,127.66,127.59054
048/048456.jams,,88,99.384,100,100,99.384,99.43861,99.43861,200.0,99.43861
048/048863.jams,,132,89.1029,85,88,86.4932,126.60483,126.60483,86.96,126.52596
048/048864.jams,,151,114.844,97,84,93.1166,40.76904,81.53808,171.43,85.559784
049/049064.jams,,216,132.512,140,161,68.9062,140.75964,140.75964,193.55,158.77846
049/049067.jams,,121,135.999,148,162,82.6875,83.943214,167.88643,222.22,167.88643
049/049071.jams,,119,172.266,87,87,89.8777,43.60789,43.60789,187.5,87.21578
049/049072.jams,,121,147.656,148,131,96.5975,73.02153,73.02153,214.29,72.78496
049/049408.jams,,96,117.454,133,133,73.3045,66.63412,66.63412,65.93,132.9528
050/050449.jams,,84,156.605,116,90,149.796,48.02388,48.02388,142.86,108.152306
051/051115.jams,,96,107.666,108,216,106.556,159.72475,159.72475,157.89,159.76418
051/051158.jams,,80,101.333,116,89,131.668,42.34618,42.34618,187.5,125.61911
051/051301.jams,,77,139.675,57,112,103.359,28.467358,28.467358,101.69,113.86943
052/052045.jams,,146,178.206,97,96,86.8566,45.342743,90.685486,166.67,83.31236
052/052126.jams,,107,92.2852,116,87,93.5379,22.94737,22.94737,171.43,81.45922
052/052389.jams,,77,172.266,112,200,89.8777,53.74101,107.48202,193.55,107.560875
052/052449.jams,,100,135.999,133,67,66.8993,66.83127,66.83127,66.67,66.83127
054/054064.jams,,108,129.199,121,122,120.888,120.96655,120.96655,206.9,122.10998
054/054664.jams,,121,172.266,73,84,145.577,145.56992,145.56992,146.34,72.78496
055/055710.jams,,77,172.266,87,84,142.565,85.48093,170.96185,171.43,85.441505
056/056466.jams,,162,139.675,97,192,74.8981,56.382717,56.382717,75.95,112.21343
056/056470.jams,,100,135.999,121,129,83.3543,81.41979,81.41979,157.89,106.338585
057/057272.jams,,71,97.5088,60,94,93.5379,46.44674,46.44674,96.77,93.05119
057/057273.jams,,138,95.7031,121,116,82.3581,156.53104,156.53104,193.55,120.05969
058/058060.jams,,96,132.512,80,87,80.1235,10.330259,10.330259,162.16,80.15808
058/058068.jams,,80,135.999,120,112,76.5625,49.916447,99.83289,66.67,89.89692
059/059671.jams,,80,120.185,58,87,95.7031,66.003265,66.003265,136.36,66.003265
059/059676.jams,,151,234.908,116,224,113.582,69.70954,69.70954,113.21,111.66144
059/059682.jams,,188,178.206,86,85,86.8566,84.65293,84.65293,171.43,84.495224
059/059685.jams,,98,132.512,220,216,55.2724,110.63629,110.63629,55.05,110.63629
060/060045.jams,,74,135.999,121,90,77.4228,46.44674,46.44674,162.16,79.88209
060/060074.jams,,121,135.999,87,87,83.3543,42.977036,85.95407,88.24,85.95407
060/060544.jams,,138,129.199,191,192,94.8251,42.503895,42.503895,187.5,84.96836
061/061007.jams,,70,132.512,97,97,94.3921,48.102737,96.205475,193.55,61.19299
061/061161.jams,,96,114.844,92,92,91.875,45.89474,45.89474,90.91,91.78948
062/062165.jams,,92,109.957,73,84,81.3853,127.31454,127.31454,120.0,70.95154
063/063470.jams,,120,156.605,174,155,76.8471,57.56557,57.56557,166.67,115.13114
064/064249.jams,,121,103.359,116,90,83.0196,96.28433,96.28433,162.16,104.44602
064/064788.jams,,77,120.185,60,67,70.3125,69.196976,69.196976,67.42,82.957504
067/067365.jams,,74,107.666,116,155,80.1235,51.020443,102.040886,56.6,102.1986
068/068540.jams,,80,224.694,116,108,91.4685,73.888954,147.77791,187.5,90.52777
068/068541.jams,,144,123.047,87,196,91.4685,123.88427,123.88427,240.0,89.1872
068/068551.jams,,144,126.048,87,162,93.5379,20.739376,20.739376,200.0,82.957504
068/068682.jams,,80,184.57,87,84,90.6661,21.291374,21.291374,181.82,88.67463
068/068869.jams,,80,97.5088,112,84,111.386,47.156452,47.156452,43.17,110.63629
069/069303.jams,,121,99.384,97,84,77.7138,64.82041,129.64082,157.89,54.72672
069/069723.jams,,80,114.844,58,108,136.9,142.33678,142.33678,54.55,71.12897
069/069768.jams,,77,166.709,87,87,137.812,42.38561,42.38561,139.53,84.810646
070/070002.jams,,143,114.844,116,184,135.11,114.06657,114.06657,171.43,114.06657
070/070005.jams,,96,114.844,87,107,91.4685,107.915726,107.915726,82.19,107.99459
073/073469.jams,,80,135.999,116,112,73.0455,37.69362,37.69362,214.29,92.341484
073/073519.jams,,120,156.605,91,181,91.4685,91.316345,91.316345,150.0,91.316345
073/073522.jams,,144,191.406,95,95,94.3921,94.94376,94.94376,95.24,94.94376
073/073819.jams,,96,151.999,150,108,90.6661,71.48382,71.48382,240.0,149.03963
073/073820.jams,,96,161.499,58,108,82.6875,77.043236,77.043236,40.54,77.358665
073/073821.jams,,96,215.332,150,108,86.1328,104.761444,104.761444,133.33,144.54477
075/075428.jams,,121,105.469,87,116,85.421,130.46881,130.46881,176.47,130.38997
075/075443.jams,,90,101.333,101,101,106.556,100.779175,100.779175,100.0,100.70032
075/075869.jams,,121,132.512,75,151,149.796,152.46991,152.46991,153.85,76.234955
076/076036.jams,,84,112.347,116,107,109.375,111.543144,111.543144,111.11,111.543144
076/076069.jams,,77,172.266,87,87,88.3413,43.765606,87.53121,88.24,87.53121
076/076381.jams,,138,143.555,148,108,97.5088,43.37132,86.74264,150.0,151.01106
079/079973.jams,,120,109.957,84,160,144.559,104.24888,104.24888,142.86,161.0653
081/081650.jams,,80,97.5088,87,108,91.4685,72.94267,72.94267,90.91,73.02153
082/082242.jams,,96,117.454,174,130,86.8566,68.84211,137.68422,171.43,80.7298
082/082250.jams,,121,143.555,116,176,94.8251,83.98264,83.98264,157.89,71.08954
083/083969.jams,,143,107.666,116,224,116.134,91.43463,91.43463,111.11,91.35577
084/084057.jams,,80,112.347,116,102,69.8374,21.212519,21.212519,222.22,111.543144
084/084195.jams,,80,178.206,148,87,89.1029,66.83127,66.83127,72.29,90.52777
084/084200.jams,,80,112.347,149,94,119.491,53.070724,53.070724,176.47,106.299164
084/084202.jams,,96,107.666,148,87,90.6661,124.98825,124.98825,176.47,125.067116
084/084417.jams,,146,126.048,121,165,131.668,124.55455,124.55455,193.55,124.51512
085/085290.jams,,77,129.199,116,87,124.529,55.51529,55.51529,56.07,113.396286
085/085400.jams,,144,178.206,174,179,88.3413,87.76778,87.76778,176.47,87.76778
086/086039.jams,,96,101.333,116,87,103.359,41.163326,41.163326,222.22,121.12427
086/086256.jams,,96,139.675,150,87,131.668,42.661606,42.661606,115.38,125.69797
086/086562.jams,,77,101.333,97,108,96.5975,50.86273,50.86273,50.85,101.094604
088/088486.jams,,121,114.844,112,114,112.347,111.74029,111.74029,113.21,111.779724
091/091130.jams,,80,129.199,87,84,84.032,25.31308,25.31308,100.0,85.32321
091/091900.jams,,84,143.555,116,135,61.3409,55.594147,55.594147,92.31,111.109436
092/092366.jams,,80,184.57,148,84,90.6661,20.581663,20.581663,45.45,70.41925
092/092948.jams,,96,129.199,148,116,80.4353,41.163326,41.163326,153.85,76.96438
092/092950.jams,,144,129.199,87,87,82.0312,120.37512,120.37512,120.0,120.49341
092/092951.jams,,96,166.709,151,108,79.5072,42.661606,42.661606,240.0,85.32321
093/093520.jams,,120,151.999,73,112,112.961,72.07525,72.07525,73.17,107.8763
093/093521.jams,,53,191.406,74,112,112.961,71.3261,71.3261,72.29,142.6522
095/095722.jams,,149,101.333,100,99,99.8641,99.59632,99.59632,100.0,99.43861
096/096898.jams,,144,114.844,132,112,55.7193,55.75186,55.75186,162.16,111.819145
096/096901.jams,,144,215.332,151,157,82.0312,151.20819,151.20819,153.85,75.604095
097/097215.jams,,87,123.047,58,58,58.2306,57.486713,57.486713,57.14,98.7289
097/097279.jams,,96,132.512,128,129,63.9996,154.91446,154.91446,63.83,75.84067
097/097283.jams,,96,129.199,65,130,76.5625,63.558697,63.558697,63.83,126.80197
097/097587.jams,,80,114.844,60,67,112.961,95.33804,95.33804,127.66,95.298615
098/098549.jams,,120,161.499,80,80,79.7872,160.04018,160.04018,80.0,80.0398
099/099361.jams,,96,147.656,58,87,85.421,51.257015,102.51403,166.67,102.356316
099/099368.jams,,84,135.999,133,135,130.835,48.02388,48.02388,133.33,66.96926
099/099371.jams,,96,103.359,101,90,88.3413,36.35305,36.35305,109.09,72.7061
099/099374.jams,,77,135.999,52,53,137.812,40.690186,40.690186,117.65,81.85351
099/099389.jams,,127,156.605,78,157,78.3026,77.91066,77.91066,153.85,155.74248
099/099440.jams,,120,90.6661,174,179,89.4886,89.739204,89.739204,176.47,89.739204
100/100544.jams,,123,151.999,149,161,75.9995,150.02533,150.02533,153.85,150.02533
100/100550.jams,,138,246.094,87,84,80.7495,41.163326,41.163326,171.43,85.1655
102/102112.jams,,121,151.999,112,112,74.3593,98.6106,98.6106,181.82,98.6106
104/104625.jams,,138,123.047,84,128,112.961,56.382717,56.382717,84.51,127.11739
107/107389.jams,,98,147.656,149,149,74.0927,148.09334,148.09334,146.34,74.04667
107/107531.jams,,154,178.206,88,176,87.9654,43.923317,43.923317,176.47,87.846634
108/108017.jams,,107,117.454,60,87,85.421,70.10382,70.10382,50.0,117.18142
108/108314.jams,,77,93.9631,60,90,123.784,63.164413,63.164413,133.33,66.16098
108/108866.jams,,73,103.359,67,68,94.3921,57.407856,114.81571,69.77,68.17183
109/109071.jams,,138,90.6661,147,95,118.804,96.599754,96.599754,176.47,96.599754
109/109447.jams,,77,70.7941,70,71,70.7941,70.14326,70.14326,70.59,140.28651
109/109925.jams,,120,86.1328,85,85,85.0694,152.98247,152.98247,171.43,76.491234
110/110209.jams,,70,107.666,52,58,53.278,61.587273,123.174545,43.8,61.42956
110/110623.jams,,70,224.694,52,66,119.491,51.6513,51.6513,52.17,84.534645
111/111146.jams,,74,172.266,87,87,66.8993,49.127876,49.127876,67.42,86.5455
111/111222.jams,,143,123.047,150,87,78.3026,41.163326,41.163326,157.89,101.56775
111/111871.jams,,151,112.347,120,116,118.125,45.579315,45.579315,214.29,91.15863
111/111994.jams,,138,166.709,148,84,82.0312,159.05444,159.05444,127.66,91.15863
112/112088.jams,,70,99.384,76,45,85.421,44.869602,44.869602,230.77,89.58149
113/113336.jams,,70,64.5996,52,64,104.403,159.9613,159.9613,80.0,79.901794
114/114239.jams,,67,109.957,116,108,106.132,108.9803,108.9803,113.21,108.9803
114/114879.jams,,74,105.469,116,107,99.8641,53.543865,107.08773,53.1,108.66487
114/114880.jams,,146,107.666,116,121,94.8251,122.10998,122.10998,200.0,122.07055
114/114939.jams,,84,112.347,116,90,89.1029,52.834152,52.834152,125.0,52.834152
114/114940.jams,,73,156.605,116,107,122.319,68.290115,136.58023,98.36,101.410034
114/114941.jams,,71,112.347,116,87,90.6661,41.636467,41.636467,103.45,83.272934
115/115470.jams,,80,109.957,101,108,111.386,53.149582,53.149582,53.57,107.63973
116/116241.jams,,120,80.7495,160,159,80.1235,160.00073,160.00073,80.0,160.00073
116/116372.jams,,80,123.047,148,84,68.9062,60.838135,60.838135,187.5,100.93689
116/116707.jams,,80,114.844,116,107,54.2569,63.874126,63.874126,171.43,88.87178
116/116756.jams,,96,143.555,148,108,91.4685,14.588535,14.588535,230.77,77.51638
117/117172.jams,,87,117.454,116,116,115.979,115.998566,115.998566,115.38,57.97957
117/117846.jams,,121,112.347,84,90,84.7208,82.44494,82.44494,127.66,82.44494
118/118502.jams,,143,184.57,94,94,94.3921,94.4312,94.4312,93.75,94.47062
119/119545.jams,,136,126.048,187,187,62.4528,125.10654,125.10654,122.45,125.10654
119/119569.jams,,120,143.555,73,144,144.559,145.64879,145.64879,142.86,145.56992
119/119579.jams,,138,92.2852,116,102,112.347,95.9689,95.9689,113.21,95.9689
119/119898.jams,,121,101.333,74,116,150.0,149.90704,149.90704,150.0,75.03239
119/119979.jams,,151,143.555,99,125,20671.9,124.55455,124.55455,230.77,124.396835
120/120171.jams,,74,135.999,121,94,135.11,60.010136,120.02027,136.36,119.310555
120/120315.jams,,120,126.048,87,84,87.5927,42.779892,42.779892,193.55,85.79636
120/120774.jams,,80,129.199,70,87,91.4685,57.56557,57.56557,57.69,57.25014
120/120778.jams,,80,126.048,101,87,93.1166,68.290115,68.290115,67.42,68.1324
120/120779.jams,,60,99.384,75,110,72.2793,71.05011,71.05011,150.0,78.659805
121/121474.jams,,77,109.957,51,87,102.74,50.902157,101.80431,103.45,104.56431
122/122199.jams,,67,147.656,76,77,74.8981,150.41963,150.41963,75.95,75.30838
122/122579.jams,,77,123.047,60,90,95.7031,60.04957,60.04957,60.61,60.04957
122/122671.jams,,120,172.266,87,87,88.3413,84.77122,84.77122,181.82,100.93689
122/122936.jams,,87,117.454,116,58,112.961,116.7477,116.7477,115.38,58.294994
123/123342.jams,,100,172.266,67,67,108.799,134.1751,134.1751,67.42,134.1751
124/124702.jams,,84,89.1029,232,125,134.233,91.3952,91.3952,187.5,91.3952
124/124870.jams,,80,109.957,87,84,98.4375,54.805576,54.805576,181.82,109.69001
125/125337.jams,,84,105.469,52,107,52.6002,55.19986,110.39972,52.17,110.39972
125/125814.jams,,81,123.047,121,120,120.185,120.02027,120.02027,120.0,59.99042
125/125822.jams,,87,139.675,116,107,135.542,81.57751,81.57751,92.31,68.30983
126/126243.jams,,94,120.185,117,119,118.125,118.640274,118.640274,230.77,118.640274
126/126276.jams,,73,184.57,108,94,90.6661,110.163155,110.163155,107.14,55.04215
126/126291.jams,,67,99.384,84,64,126.821,97.27004,97.27004,61.86,97.27004
126/126505.jams,,80,135.999,148,123,75.4448,53.622723,53.622723,130.43,106.930016
126/126506.jams,,80,184.57,123,108,87.9654,49.83759,49.83759,101.69,100.14832
126/126716.jams,,101,184.57,87,94,68.224,66.712975,133.42595,44.12,66.712975
127/127662.jams,,84,135.999,74,94,146.609,55.949,111.898,53.1,55.909573
127/127798.jams,,121,109.957,140,132,77.7138,139.14308,139.14308,222.22,139.14308
128/128472.jams,,67,117.454,74,64,58.8942,90.13349,90.13349,111.11,90.13349
128/128476.jams,,120,90.6661,90,90,89.8777,89.93634,89.93634,89.55,89.97578
128/128881.jams,,121,135.999,63,130,132.512,64.9387,64.9387,130.43,129.71967
128/128886.jams,,61,135.999,69,67,133.367,140.04993,140.04993,136.36,66.8904
129/129622.jams,,123,166.709,148,84,98.4375,82.050644,82.050644,136.36,98.25575
129/129624.jams,,143,126.048,93,186,92.9752,160.55273,160.55273,171.43,167.25557
129/129970.jams,,120,172.266,87,85,85.421,85.00779,85.00779,171.43,85.04721
130/130693.jams,,96,156.605,76,87,77.7138,155.90018,155.90018,136.36,154.4019
130/130991.jams,,77,120.185,118,87,80.1235,118.955696,118.955696,120.0,118.99513
131/131024.jams,,80,143.555,148,87,114.209,69.70954,69.70954,120.0,139.41908
131/131385.jams,,121,112.347,116,101,145.577,156.72818,156.72818,150.0,107.48202
131/131540.jams,,144,120.185,87,161,117.788,117.693985,117.693985,117.65,117.81228
131/131924.jams,,60,103.359,74,97,65.834,48.733593,48.733593,68.18,97.30947
132/132679.jams,,80,103.359,123,108,106.556,24.997652,24.997652,150.0,131.45453
132/132787.jams,,176,123.047,121,151,64.6552,120.21741,120.21741,120.0,120.21741
132/132793.jams,,87,120.185,76,68,97.8261,49.04902,49.04902,200.0,59.85242
133/133293.jams,,94,107.666,73,84,148.719,150.02533,150.02533,139.53,105.82602
133/133294.jams,,90,109.957,73,135,100.349,68.36897,68.36897,166.67,136.73795
133/133580.jams,,97,132.512,66,91,75.4448,82.48437,82.48437,68.18,92.26263
134/134094.jams,,143,172.266,170,172,99.384,85.79636,85.79636,181.82,85.79636
134/134586.jams,,84,114.844,112,112,90.6661,112.52886,112.52886,75.0,112.52886
134/134643.jams,,143,99.384,98,200,96.5975,91.9472,91.9472,200.0,125.57968
135/135010.jams,,146,97.5088,97,97,97.0511,96.99404,96.99404,96.77,96.95462
135/135089.jams,,80,129.199,87,87,55.2724,44.94846,44.94846,58.82,89.93634
135/135092.jams,,60,101.333,73,84,92.699,49.679874,99.35975,153.85,99.35975
137/137166.jams,,144,191.406,116,161,78.9003,161.4596,161.4596,230.77,165.91501
137/137171.jams,,80,107.666,148,84,72.7883,49.83759,49.83759,122.45,99.35975
137/137173.jams,,84,139.675,151,136,75.9995,45.066746,45.066746,176.47,122.07055
137/137484.jams,,123,129.199,101,108,53.6932,46.44674,92.89348,222.22,93.20891
137/137561.jams,,80,112.347,148,108,91.4685,136.58023,136.58023,193.55,90.8432
138/138021.jams,,80,129.199,87,84,96.5975,41.636467,41.636467,41.67,83.272934
138/138256.jams,,146,156.605,121,161,130.835,42.661606,42.661606,214.29,85.32321
139/139491.jams,,143,120.185,123,135,120.888,126.17111,126.17111,125.0,125.69797
139/139532.jams,,81,99.384,76,107,143.555,54.49015,108.9803,89.55,65.56955
139/139637.jams,,80,147.656,148,87,94.8251,22.631943,22.631943,176.47,90.52777
139/139681.jams,,96,112.347,150,87,84.032,139.69508,139.69508,113.21,150.97162
142/142531.jams,,88,105.469,116,81,77.7138,39.901615,39.901615,105.26,99.35975
143/143039.jams,,143,112.347,116,181,67.9996,66.87069,66.87069,214.29,109.45344
144/144477.jams,,80,139.675,116,84,65.0059,68.21126,68.21126,68.18,57.09243
144/144810.jams,,77,206.719,101,116,107.666,40.847897,40.847897,115.38,61.98156
145/145043.jams,,143,117.454,97,90,93.9631,43.726177,43.726177,125.0,103.46031
145/145068.jams,,119,95.7031,95,94,92.2852,94.58891,94.58891,74.07,94.58891
145/145477.jams,,96,112.347,112,108,101.333,43.60789,43.60789,127.66,82.32665
146/146989.jams,,74,198.768,116,84,123.047,61.035275,61.035275,68.97,131.53339
148/148609.jams,,121,80.7495,81,81,80.4353,80.51294,80.51294,80.0,80.51294
149/149714.jams,,80,105.469,116,94,84.032,22.631943,22.631943,176.47,84.73178
