Item,cvar,schreiber2018/ismir2018,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2017/mirex2017,schreiber2017/ismir2017,boeck2015/tempodetector2016_default,schreiber2014/default
001/001547.jams,,133,126.048,65.4173,20.581663,20.581663,240.0,79.68494
001/001552.jams,,119,191.406,94.3921,94.58891,94.58891,187.5,94.58891
001/001553.jams,,80,120.185,119.491,57.25014,57.25014,117.65,114.658
001/001634.jams,,146,109.957,75.9995,117.45742,117.45742,187.5,117.45742
001/001638.jams,,166,83.3543,82.3581,82.52379,82.52379,82.19,82.52379
001/001673.jams,,80,151.999,83.3543,66.23984,66.23984,130.43,161.4596
001/001793.jams,,70,143.555,140.148,140.12878,140.12878,139.53,140.12878
001/001995.jams,,146,166.709,86.8566,68.999825,68.999825,166.67,79.98065
003/003263.jams,,80,107.666,106.556,52.163868,52.163868,105.26,104.40659
003/003268.jams,,144,109.957,110.545,107.206024,107.206024,107.14,110.79401
003/003446.jams,,121,143.555,98.9085,63.164413,63.164413,130.43,126.32883
003/003460.jams,,73,83.3543,82.0312,56.934715,56.934715,176.47,78.068375
003/003534.jams,,146,79.5072,73.3045,72.903244,72.903244,73.17,72.903244
003/003537.jams,,74,126.048,121.599,99.793465,99.793465,100.0,106.930016
003/003538.jams,,96,139.675,86.8566,101.88317,101.88317,200.0,101.88317
003/003552.jams,,170,114.844,84.7208,84.810646,84.810646,85.71,84.810646
003/003564.jams,,96,117.454,114.209,41.79418,41.79418,74.07,102.98717
003/003570.jams,,151,191.406,95.7031,101.17346,101.17346,193.55,96.99404
003/003572.jams,,160,151.999,67.1165,46.76217,46.76217,136.36,93.52434
003/003723.jams,,96,129.199,126.821,109.92658,109.92658,187.5,109.92658
003/003832.jams,,90,143.555,130.012,66.59469,66.59469,133.33,66.59469
003/003895.jams,,192,95.7031,78.0071,79.40894,79.40894,40.27,79.40894
003/003936.jams,,66,132.512,131.668,132.32196,132.32196,130.43,132.36137
004/004017.jams,,70,107.666,51.9394,29.650211,59.300423,105.26,81.22266
004/004045.jams,,84,172.266,59.0625,58.708996,58.708996,176.47,117.654564
004/004066.jams,,96,161.499,73.8281,117.41799,117.41799,240.0,73.65239
004/004067.jams,,232,191.406,75.9995,91.82891,91.82891,181.82,78.521805
004/004309.jams,,179,90.6661,89.1029,89.423775,89.423775,89.55,89.423775
004/004316.jams,,96,139.675,135.11,51.88787,51.88787,214.29,118.640274
004/004450.jams,,87,184.57,148.719,46.525597,46.525597,146.34,116.55057
004/004501.jams,,120,166.709,81.3853,41.636467,41.636467,166.67,80.00037
004/004520.jams,,118,151.999,147.656,148.17221,148.17221,146.34,74.086105
004/004536.jams,,121,126.048,62.642,63.952984,63.952984,63.16,127.90597
004/004695.jams,,153,172.266,85.421,51.020443,51.020443,113.21,76.43209
004/004698.jams,,60,120.185,120.185,119.941414,119.941414,120.0,120.02027
004/004708.jams,,118,105.469,78.9003,132.59796,132.59796,77.92,132.71625
004/004754.jams,,73,129.199,66.6835,58.196426,58.196426,142.86,81.30151
004/004846.jams,,84,166.709,56.3266,57.605,57.605,113.21,111.66144
004/004848.jams,,74,151.999,101.832,51.6513,103.3026,230.77,87.92549
005/005009.jams,,168,86.1328,85.0694,84.73178,84.73178,84.51,84.73178
005/005019.jams,,138,161.499,78.3026,49.36445,49.36445,157.89,49.36445
005/005026.jams,,87,132.512,78.9003,72.7061,72.7061,115.38,66.4764
005/005031.jams,,143,107.666,106.556,106.4963,106.4963,107.14,106.930016
005/005246.jams,,177,89.1029,89.1029,89.02949,89.02949,89.55,89.02949
005/005265.jams,,159,129.199,126.048,62.848984,62.848984,63.16,125.54025
005/005337.jams,,120,90.6661,89.8777,142.96764,142.96764,181.82,143.00708
006/006358.jams,,116,67.1165,66.256,132.28253,132.28253,65.93,132.32196
006/006407.jams,,73,126.048,79.8142,49.04902,49.04902,101.69,49.04902
006/006469.jams,,145,72.7883,72.2793,92.26263,92.26263,181.82,92.26263
006/006530.jams,,186,93.9631,93.5379,93.287766,93.287766,93.75,93.287766
006/006534.jams,,72,151.999,78.6003,156.8859,156.8859,77.92,78.50209
006/006537.jams,,200,101.333,100.349,100.463745,100.463745,100.0,100.424324
006/006584.jams,,151,178.206,87.5927,71.12897,142.25793,193.55,105.74716
006/006592.jams,,74,147.656,55.5696,52.203297,104.40659,230.77,93.13005
006/006632.jams,,92,99.384,97.971,98.25575,98.25575,96.77,98.33461
006/006637.jams,,146,73.8281,73.3045,91.3952,91.3952,181.82,91.3952
006/006675.jams,,132,105.469,102.845,126.56539,126.56539,200.0,126.56539
006/006677.jams,,120,132.512,131.668,50.547302,50.547302,200.0,101.094604
006/006679.jams,,120,132.512,65.625,62.533558,62.533558,130.43,125.067116
006/006680.jams,,158,139.675,86.8566,20.739376,20.739376,200.0,82.957504
006/006684.jams,,120,132.512,131.668,42.661606,42.661606,193.55,170.64642
006/006753.jams,,121,156.605,116.134,110.00544,110.00544,171.43,80.78894
006/006755.jams,,143,107.666,105.469,156.01846,156.01846,222.22,156.01846
006/006758.jams,,120,139.675,91.4685,95.180336,95.180336,187.5,145.17563
006/006761.jams,,96,166.709,86.4932,84.65293,84.65293,157.89,119.11341
006/006776.jams,,100,178.206,73.8281,141.90308,141.90308,146.34,141.9425
006/006880.jams,,74,147.656,139.675,49.04902,49.04902,150.0,103.46031
007/007011.jams,,144,166.709,126.048,125.61911,125.61911,88.24,85.1655
007/007015.jams,,90,97.5088,67.1165,125.42197,125.42197,139.53,108.270584
007/007016.jams,,94,161.499,125.284,125.382545,125.382545,176.47,125.54025
007/007020.jams,,119,151.999,89.1029,48.102737,48.102737,230.77,144.03221
007/007021.jams,,74,109.957,91.4685,48.339306,96.67861,187.5,96.36319
007/007213.jams,,106,139.675,69.8374,137.2505,137.2505,139.53,141.98193
007/007262.jams,,80,132.512,69.3687,144.58421,144.58421,240.0,72.370964
007/007373.jams,,87,126.048,69.1367,63.400986,63.400986,230.77,73.96781
007/007375.jams,,119,161.499,131.668,66.08212,66.08212,181.82,134.41165
007/007378.jams,,67,99.384,99.8641,69.867256,69.867256,133.33,69.867256
007/007393.jams,,77,135.999,80.7495,53.898724,53.898724,146.34,146.55563
007/007498.jams,,121,143.555,84.032,158.30533,158.30533,166.67,79.152664
007/007546.jams,,84,101.333,91.4685,70.892395,141.78479,153.85,141.78479
007/007548.jams,,160,112.347,85.421,22.631943,22.631943,181.82,90.52777
007/007550.jams,,96,161.499,87.5927,102.94775,102.94775,193.55,165.91501
007/007551.jams,,80,151.999,84.7208,21.44909,21.44909,181.82,135.1608
007/007553.jams,,144,161.499,75.4448,22.631943,22.631943,193.55,90.52777
007/007555.jams,,97,89.1029,88.7205,42.661606,42.661606,81.08,82.957504
007/007556.jams,,80,117.454,84.032,45.579315,45.579315,181.82,91.15863
008/008213.jams,,74,67.9996,67.3351,46.525597,46.525597,133.33,93.36662
008/008269.jams,,74,103.359,93.5379,43.055893,43.055893,181.82,85.95407
008/008331.jams,,74,129.199,65.0059,61.902702,61.902702,171.43,77.299515
008/008339.jams,,73,114.844,98.4375,41.08447,82.16894,150.0,108.90144
008/008345.jams,,160,172.266,77.1339,87.68892,175.37784,171.43,121.63683
008/008347.jams,,120,166.709,79.8142,157.43788,157.43788,171.43,78.71894
008/008358.jams,,151,126.048,94.8251,39.901615,39.901615,139.53,123.450554
008/008375.jams,,208,97.5088,80.7495,108.31002,108.31002,176.47,93.72147
008/008584.jams,,90,129.199,123.047,106.299164,106.299164,181.82,114.381996
008/008917.jams,,200,99.384,98.9085,98.84718,98.84718,98.36,98.84718
009/009152.jams,,137,129.199,93.1166,89.02949,89.02949,187.5,89.02949
009/009155.jams,,151,112.347,74.8981,108.90144,108.90144,130.43,142.25793
009/009490.jams,,146,184.57,93.9631,125.81626,125.81626,206.9,125.81626
009/009505.jams,,177,129.199,120.888,88.438065,88.438065,206.9,88.516914
009/009512.jams,,174,89.1029,116.79,87.6495,87.6495,88.24,87.68892
009/009677.jams,,120,147.656,97.5088,64.50498,64.50498,166.67,128.85225
009/009678.jams,,80,172.266,72.2793,61.508415,61.508415,139.53,123.01683
009/009721.jams,,159,82.0313,91.4685,129.68024,129.68024,200.0,129.71967
009/009850.jams,,80,161.499,71.2823,43.213608,43.213608,206.9,86.427216
010/010000.jams,,68,139.675,135.999,135.9888,135.9888,136.36,135.9888
010/010005.jams,,151,135.999,70.0742,158.4236,158.4236,139.53,125.382545
010/010008.jams,,160,93.9631,79.5072,48.49702,48.49702,51.72,104.643166
010/010033.jams,,77,224.694,94.8251,54.332436,108.66487,56.07,108.03401
010/010041.jams,,191,132.512,63.9996,63.400986,63.400986,63.83,63.79527
010/010044.jams,,144,151.999,78.3026,71.01067,71.01067,70.59,72.7061
010/010046.jams,,121,139.675,138.737,59.694706,59.694706,60.0,61.035275
010/010230.jams,,84,101.333,63.4107,62.92784,62.92784,117.65,123.489975
010/010279.jams,,74,120.185,77.7138,41.55761,41.55761,115.38,98.807755
010/010286.jams,,120,132.512,131.668,129.6014,129.6014,133.33,129.64082
010/010366.jams,,212,105.469,104.403,105.23459,105.23459,105.26,105.07687
010/010368.jams,,151,112.347,120.888,120.256836,120.256836,176.47,111.62201
010/010376.jams,,84,103.359,118.804,119.941414,119.941414,115.38,119.941414
010/010426.jams,,146,120.185,74.8981,128.89168,128.89168,187.5,73.51439
010/010438.jams,,128,156.605,79.5072,58.35414,58.35414,120.0,142.96764
010/010525.jams,,146,117.454,73.3045,130.66595,130.66595,130.43,130.66595
010/010529.jams,,120,107.666,82.0312,69.15754,69.15754,162.16,138.31508
010/010541.jams,,96,126.048,122.319,103.696884,103.696884,127.66,123.25341
010/010552.jams,,162,184.57,78.3026,85.75693,85.75693,150.0,85.67807
010/010556.jams,,81,206.719,128.397,47.47188,47.47188,200.0,70.77411
010/010675.jams,,96,109.957,116.134,77.43752,77.43752,75.0,86.58492
010/010683.jams,,90,132.512,82.0312,49.601017,99.202034,200.0,99.202034
010/010742.jams,,228,156.605,76.8471,114.18486,114.18486,115.38,114.106
010/010834.jams,,100,184.57,93.9631,89.30549,89.30549,181.82,89.30549
010/010880.jams,,174,87.5927,86.8566,87.21578,87.21578,86.96,87.21578
011/011209.jams,,212,107.666,107.108,105.7866,105.7866,107.14,105.7866
011/011237.jams,,146,117.454,80.1235,100.8186,100.8186,157.89,100.8186
011/011239.jams,,123,161.499,93.9631,24.130226,48.260452,214.29,77.220665
011/011242.jams,,138,184.57,104.403,46.604454,46.604454,230.77,103.14488
011/011319.jams,,74,112.347,56.1736,43.055893,43.055893,146.34,85.95407
011/011320.jams,,120,172.266,89.1029,39.980473,39.980473,200.0,144.11107
011/011418.jams,,195,206.719,66.0443,102.23802,102.23802,206.9,98.65004
011/011643.jams,,128,143.555,83.3543,41.79418,41.79418,146.34,83.272934
011/011671.jams,,188,129.199,125.284,93.99748,93.99748,125.0,125.34312
011/011672.jams,,84,143.555,74.0927,59.615852,59.615852,193.55,106.14145
011/011674.jams,,125,151.999,99.384,48.733593,48.733593,130.43,133.18938
011/011712.jams,,174,87.5927,85.7754,86.46664,86.46664,85.71,86.62435
011/011719.jams,,74,161.499,79.8142,80.71008,80.71008,230.77,80.670654
011/011733.jams,,111,120.185,104.933,102.51403,102.51403,105.26,54.64786
011/011796.jams,,165,83.3543,82.0312,82.09008,82.09008,82.19,82.09008
011/011824.jams,,188,95.7031,93.9631,93.99748,93.99748,93.75,93.99748
011/011840.jams,,160,80.7495,80.4353,79.92152,79.92152,80.0,80.00037
011/011856.jams,,188,95.7031,93.9631,93.99748,93.99748,46.88,93.99748
011/011865.jams,,188,95.7031,93.9631,93.99748,93.99748,93.75,93.99748
011/011879.jams,,165,83.3543,82.0312,82.050644,82.050644,82.19,82.050644
011/011899.jams,,166,84.7208,83.3543,83.47007,83.47007,83.33,83.39122
011/011920.jams,,80,107.666,160.247,160.04018,160.04018,162.16,160.04018
011/011946.jams,,162,184.57,94.8251,42.661606,42.661606,153.85,88.55635
012/012051.jams,,87,151.999,97.5088,30.833065,30.833065,117.65,100.8186
012/012058.jams,,186,93.9631,92.2852,92.26263,92.26263,92.31,92.14433
012/012061.jams,,96,123.047,84.032,70.576965,70.576965,166.67,110.3603
012/012353.jams,,119,129.199,124.529,63.0067,126.0134,125.0,125.85568
012/012354.jams,,119,129.199,126.821,63.440407,63.440407,127.66,126.88081
012/012355.jams,,63,129.199,125.665,125.81626,125.81626,125.0,125.81626
012/012407.jams,,80,191.406,88.3413,46.131313,46.131313,150.0,103.46031
012/012567.jams,,193,97.5088,96.1483,96.520905,96.520905,96.77,96.520905
012/012673.jams,,216,109.957,108.23,107.8763,107.8763,107.14,107.8763
012/012675.jams,,186,93.9631,93.1166,92.93291,92.93291,92.31,92.93291
012/012676.jams,,184,92.2852,91.875,91.986626,91.986626,92.31,91.986626
012/012677.jams,,200,101.333,99.8641,99.99061,99.99061,100.0,99.99061
012/012926.jams,,80,107.666,85.421,51.730156,103.46031,162.16,103.46031
012/012927.jams,,74,129.199,126.821,51.178158,102.356316,130.43,102.1986
012/012986.jams,,121,83.3543,81.3853,81.45922,81.45922,81.08,81.53808
012/012988.jams,,80,95.7031,92.2852,58.669567,58.669567,146.34,117.49685
012/012990.jams,,120,139.675,95.7031,100.70032,100.70032,206.9,84.69236
013/013371.jams,,121,166.709,80.7495,25.391937,25.391937,214.29,101.56775
013/013372.jams,,67,101.333,57.4219,99.872314,99.872314,100.0,99.872314
013/013576.jams,,90,101.333,78.3026,65.64841,65.64841,65.93,98.29518
013/013581.jams,,121,132.512,141.588,72.39068,144.78136,153.85,74.440956
013/013582.jams,,96,84.7208,76.8471,42.81932,42.81932,166.67,85.63864
013/013586.jams,,74,95.7031,85.0694,54.095863,54.095863,53.1,107.71859
013/013587.jams,,80,123.047,84.7208,69.867256,69.867256,109.09,68.84211
013/013710.jams,,135,95.7031,93.9631,94.19462,94.19462,187.5,94.23405
013/013735.jams,,130,178.206,68.224,64.34727,64.34727,171.43,64.426125
013/013749.jams,,86,132.512,129.199,128.97054,128.97054,130.43,128.97054
013/013863.jams,,107,99.384,56.6353,27.36336,27.36336,176.47,121.4397
013/013895.jams,,120,93.9631,89.4886,88.79292,88.79292,88.24,88.87178
014/014016.jams,,195,97.5088,97.0511,97.27004,97.27004,96.77,97.27004
014/014059.jams,,132,123.047,125.284,115.32828,115.32828,222.22,121.79455
014/014060.jams,,121,139.675,99.384,60.64099,60.64099,230.77,76.274376
014/014073.jams,,143,129.199,95.2621,94.94376,94.94376,187.5,94.94376
014/014084.jams,,120,90.6661,89.8777,112.489426,112.489426,89.55,112.410576
014/014315.jams,,94,129.199,62.4528,62.809555,62.809555,63.83,79.290665
014/014316.jams,,81,112.347,86.4932,133.0711,133.0711,157.89,133.18938
014/014318.jams,,77,126.048,94.8251,54.332436,108.66487,206.9,73.71153
014/014319.jams,,90,147.656,75.9995,46.525597,46.525597,72.29,78.30495
014/014387.jams,,170,103.359,84.7208,84.69236,84.69236,84.51,84.69236
014/014493.jams,,162,172.266,83.3543,85.32321,85.32321,127.66,85.36264
014/014539.jams,,121,126.048,94.8251,95.9689,95.9689,95.24,95.9689
014/014541.jams,,167,84.7208,83.3543,83.43065,83.43065,83.33,83.43065
014/014566.jams,,80,206.719,119.491,27.442217,27.442217,57.14,114.381996
014/014601.jams,,84,103.359,61.1594,70.41925,140.8385,133.33,88.00435
014/014649.jams,,92,132.512,114.209,111.109436,111.109436,111.11,108.4283
014/014663.jams,,200,101.333,99.8641,99.99061,99.99061,100.0,99.99061
014/014679.jams,,186,93.9631,92.2852,92.45976,92.45976,92.31,92.4992
014/014681.jams,,181,90.6661,90.2702,90.2912,90.2912,90.91,90.2912
014/014775.jams,,79,161.499,159.014,158.62074,158.62074,157.89,158.58133
014/014777.jams,,121,161.499,151.999,21.92223,21.92223,193.55,111.58258
014/014781.jams,,74,139.675,91.4685,54.017006,108.03401,222.22,108.34944
014/014785.jams,,77,156.605,134.233,140.04993,140.04993,162.16,140.08936
014/014812.jams,,53,123.047,72.7883,58.669567,58.669567,60.61,62.060417
014/014952.jams,,193,97.5088,96.1483,96.40261,96.40261,96.77,96.40261
014/014956.jams,,172,87.5927,86.8566,86.2695,86.2695,86.96,86.30892
014/014959.jams,,193,97.5088,97.0511,96.915184,96.915184,96.77,96.915184
015/015106.jams,,188,95.7031,93.9631,93.80034,93.80034,93.75,93.80034
015/015140.jams,,120,143.555,80.7495,148.48764,148.48764,162.16,128.49739
015/015369.jams,,120,90.6661,90.2702,90.13349,90.13349,181.82,90.13349
015/015373.jams,,200,101.333,100.349,100.108894,100.108894,100.0,100.14832
015/015464.jams,,74,117.454,94.3921,68.21126,68.21126,95.24,65.41184
015/015470.jams,,74,126.048,91.4685,122.4254,122.4254,181.82,122.34656
015/015471.jams,,112,234.908,90.6661,48.02388,48.02388,214.29,96.520905
015/015472.jams,,125,234.908,96.5975,100.187744,100.187744,200.0,100.187744
015/015473.jams,,72,147.656,92.2852,49.601017,99.202034,176.47,145.60934
015/015474.jams,,96,109.957,90.6661,108.38887,108.38887,181.82,108.4283
015/015475.jams,,220,112.347,110.841,55.43643,55.43643,55.56,110.79401
015/015487.jams,,143,109.957,108.799,108.822586,108.822586,109.09,108.822586
015/015540.jams,,100,114.844,113.895,113.278,113.278,113.21,113.75114
015/015541.jams,,200,101.333,99.8641,99.99061,99.99061,100.0,99.99061
015/015622.jams,,112,135.999,68.224,103.93346,103.93346,206.9,104.012314
015/015623.jams,,77,147.656,97.0511,49.83759,99.67518,105.26,99.99061
015/015625.jams,,143,123.047,89.8777,41.478752,41.478752,230.77,171.90814
016/016034.jams,,137,178.206,86.8566,87.05807,87.05807,176.47,150.49847
016/016036.jams,,106,184.57,78.3026,54.845005,54.845005,222.22,82.48437
016/016127.jams,,96,129.199,129.199,65.05698,65.05698,81.08,81.30151
016/016339.jams,,195,99.384,65.0059,97.54604,97.54604,96.77,97.54604
016/016353.jams,,200,99.384,99.384,99.59632,99.59632,100.0,99.59632
016/016367.jams,,151,114.844,120.888,68.17183,68.17183,200.0,96.244896
016/016371.jams,,74,135.999,80.7495,50.31073,50.31073,139.53,80.355225
016/016376.jams,,121,191.406,78.3026,42.977036,42.977036,176.47,85.32321
016/016388.jams,,138,184.57,84.032,98.76832,98.76832,176.47,98.76832
016/016403.jams,,77,117.454,87.5927,39.901615,39.901615,142.86,83.15465
016/016404.jams,,96,123.047,78.0071,138.66994,138.66994,146.34,69.33497
016/016405.jams,,80,151.999,98.4375,53.543865,53.543865,162.16,106.930016
016/016423.jams,,151,93.9631,103.359,103.342026,103.342026,166.67,103.342026
016/016426.jams,,77,198.768,83.3543,51.730156,51.730156,105.26,82.957504
016/016441.jams,,160,107.666,75.9995,127.74825,127.74825,193.55,127.708824
016/016442.jams,,120,132.512,89.1029,129.79854,129.79854,230.77,115.09171
016/016443.jams,,120,97.5088,97.5088,126.64426,126.64426,214.29,126.723114
016/016444.jams,,120,109.957,80.7495,87.21578,87.21578,187.5,87.2552
016/016521.jams,,84,184.57,121.599,157.63504,157.63504,171.43,78.837234
016/016524.jams,,96,112.347,112.961,48.260452,48.260452,51.72,75.742096
016/016525.jams,,96,151.999,120.185,22.631943,22.631943,206.9,90.52777
016/016526.jams,,84,132.512,74.3593,61.98156,61.98156,69.77,113.396286
016/016527.jams,,84,224.694,112.961,113.83,113.83,230.77,113.94829
016/016531.jams,,80,99.384,90.6661,119.90198,119.90198,240.0,119.90198
016/016554.jams,,96,166.709,86.8566,22.631943,22.631943,181.82,74.57896
016/016556.jams,,96,120.185,75.4448,47.077595,47.077595,157.89,109.29572
016/016563.jams,,80,166.709,93.9631,61.035275,61.035275,146.34,101.094604
016/016564.jams,,80,126.048,72.7883,68.21126,68.21126,153.85,84.69236
016/016581.jams,,216,178.206,86.8566,87.01865,87.01865,176.47,87.01865
016/016879.jams,,162,82.0313,81.0662,81.1438,81.1438,81.08,81.18323
016/016937.jams,,143,107.666,74.3593,49.36445,49.36445,171.43,98.7289
016/016940.jams,,80,117.454,90.6661,42.81932,42.81932,125.0,118.04884
016/016997.jams,,96,139.675,77.7138,123.174545,123.174545,162.16,107.8763
017/017003.jams,,77,99.384,87.2231,54.332436,108.66487,176.47,89.50263
017/017439.jams,,138,161.499,93.1166,87.33407,174.66814,181.82,87.41292
017/017445.jams,,80,184.57,89.1029,52.597584,52.597584,230.77,106.930016
017/017468.jams,,120,172.266,85.0694,84.92893,84.92893,171.43,152.94305
017/017580.jams,,143,132.512,132.512,130.07454,130.07454,133.33,115.052284
017/017585.jams,,74,80.7495,78.3026,55.75186,55.75186,230.77,54.746433
017/017607.jams,,77,156.605,73.3045,41.912468,83.824936,59.41,113.23857
017/017608.jams,,80,206.719,142.565,62.415276,124.83055,157.89,125.067116
017/017609.jams,,77,191.406,102.845,59.458138,59.458138,55.56,148.7242
017/017611.jams,,121,139.675,75.9995,153.5739,153.5739,157.89,76.78695
017/017623.jams,,151,224.694,76.5625,64.50498,64.50498,72.29,82.957504
017/017644.jams,,125,172.266,106.556,49.679874,49.679874,200.0,103.46031
017/017702.jams,,200,101.333,99.8641,99.95118,99.95118,100.0,99.95118
017/017734.jams,,120,78.3026,76.8471,136.61966,136.61966,240.0,136.58023
017/017989.jams,,96,184.57,86.8566,88.99006,88.99006,176.47,88.95064
017/017990.jams,,74,107.666,109.957,51.217587,102.43517,214.29,84.45579
017/017998.jams,,198,132.512,65.834,132.04594,132.04594,133.33,132.20366
017/017999.jams,,67,166.709,135.11,53.780437,107.560875,122.45,106.930016
018/018004.jams,,84,103.359,130.012,59.773563,59.773563,214.29,78.383804
018/018005.jams,,91,172.266,96.5975,42.188465,84.37693,86.96,84.69236
018/018018.jams,,96,120.185,101.333,102.080315,102.080315,206.9,102.080315
018/018020.jams,,77,151.999,84.7208,43.13475,43.13475,206.9,94.628334
018/018025.jams,,96,135.999,89.4886,52.518726,105.03745,181.82,82.12951
018/018032.jams,,162,83.3543,82.0312,81.38037,81.38037,82.19,81.38037
018/018040.jams,,77,156.605,98.4375,57.407856,57.407856,136.36,114.658
018/018041.jams,,77,224.694,135.999,53.780437,107.560875,127.66,110.24201
018/018042.jams,,84,107.666,112.961,51.335873,102.671745,51.72,76.43209
018/018043.jams,,144,74.8981,73.5654,76.727806,76.727806,73.17,126.88081
018/018237.jams,,74,105.469,70.5525,101.370605,101.370605,214.29,145.96422
018/018386.jams,,120,114.844,80.7495,114.027145,114.027145,136.36,112.92314
018/018388.jams,,74,114.844,57.1046,27.36336,27.36336,146.34,131.84882
018/018391.jams,,84,132.512,88.3413,65.64841,65.64841,230.77,131.29681
018/018393.jams,,121,143.555,89.4886,129.75911,129.75911,187.5,114.736855
018/018446.jams,,188,95.7031,62.642,93.44548,93.44548,93.75,93.327194
018/018577.jams,,96,143.555,53.833,159.84303,159.84303,162.16,78.50209
018/018578.jams,,121,112.347,80.7495,108.34944,108.34944,105.26,151.7602
018/018579.jams,,74,143.555,69.8374,130.70538,130.70538,136.36,130.8631
018/018656.jams,,153,114.844,114.209,11.513114,11.513114,230.77,92.10491
018/018690.jams,,80,147.656,87.5927,52.755295,52.755295,157.89,105.983734
018/018692.jams,,91,114.844,62.642,62.375843,62.375843,130.43,124.751686
018/018694.jams,,84,178.206,90.6661,68.605545,137.21109,133.33,78.67952
018/018760.jams,,186,93.9631,92.699,92.4992,92.4992,92.31,137.96024
018/018876.jams,,96,139.675,78.3026,82.72093,165.44186,84.51,82.72093
018/018975.jams,,84,112.347,79.5072,47.787308,47.787308,68.97,108.9803
018/018976.jams,,67,147.656,156.605,74.79581,74.79581,72.29,120.76942
019/019128.jams,,176,89.1029,87.5927,87.452354,87.452354,88.24,87.452354
019/019134.jams,,174,87.5927,86.8566,86.90035,86.90035,86.96,86.90035
019/019353.jams,,77,114.844,114.209,141.15393,141.15393,136.36,70.55725
019/019355.jams,,184,166.709,66.6835,86.15121,172.30241,166.67,98.84718
019/019419.jams,,135,109.957,108.23,108.07344,108.07344,107.14,108.07344
019/019422.jams,,77,117.454,84.7208,42.464466,42.464466,68.97,85.48093
019/019466.jams,,77,97.5088,94.8251,47.156452,94.312904,107.14,93.52434
019/019481.jams,,80,126.048,64.5996,50.153015,100.30603,50.42,90.8432
019/019484.jams,,121,132.512,76.8471,71.75982,71.75982,153.85,71.83868
019/019485.jams,,151,139.675,137.812,53.622723,107.245445,240.0,107.560875
019/019487.jams,,135,123.047,51.168,103.65745,103.65745,142.86,103.65745
019/019488.jams,,77,143.555,86.1328,53.780437,53.780437,150.0,113.08086
019/019492.jams,,96,107.666,90.6661,79.09351,79.09351,171.43,79.80323
019/019493.jams,,84,126.048,75.4448,120.09914,120.09914,157.89,128.26082
019/019494.jams,,120,156.605,89.1029,154.95389,154.95389,157.89,154.95389
019/019532.jams,,80,114.844,118.125,57.72328,57.72328,115.38,115.32828
019/019582.jams,,77,114.844,107.666,40.138184,40.138184,214.29,80.11865
019/019583.jams,,132,172.266,86.1328,60.877563,60.877563,125.0,121.75513
019/019584.jams,,151,120.185,80.7495,81.89294,81.89294,240.0,81.81409
019/019603.jams,,162,132.512,81.0662,65.21469,65.21469,130.43,130.19283
019/019630.jams,,96,147.656,81.0662,119.15285,119.15285,230.77,80.94665
